datetime.1,Id,stockpx,len,datetime,open,high,low,close,volume,openinterest,stockpx_lag_1,len.1,open.1,high.1,low.1,close.1,volume.1,openinterest.1,stockpx_lag_2,len.2,datetime.2,open.2,high.2,low.2,close.2,volume.2,openinterest.2,stockpx_lag_3,len.3,datetime.3,open.3,high.3,low.3,close.3,volume.3,openinterest.3,stockpx_lag_4,len.4,datetime.4,open.4,high.4,low.4,close.4,volume.4,openinterest.4,stockpx_lag_5,len.5,datetime.5,open.5,high.5,low.5,close.5,volume.5,openinterest.5,straddle,len.6,datetime.6,open.6,high.6,low.6,close.6,volume.6,openinterest.6,TestStrategy,len.7,datetime.7,PSAR,len.8,psar,SMA_Crossup_50_200,len.9,sma_up_50_200,SMA_Crossdown_50_200,len.10,sma_down_50_200,SMA_Crossup_5_30,len.11,sma_up_5_30,SMA_Crossdown_5_30,len.12,sma_down_5_30,EMA_Crossup_12_26,len.13,ema_up_12_26,EMA_Crossdown_12_26,len.14,ema_down_12_26,MACD_Crossup,len.15,macd_up,MACD_Crossdown,len.16,macd_down,DEMA_CrossUp_21_55,len.17,dema_up_21_55,DEMA_CrossDown_21_55,len.18,dema_down_21_55,Broker,len.19,cash,value,BuySell,len.20,buy,sell,BuySell.1,len.21,buy.1,sell.1,BuySell.2,len.22,buy.2,sell.2,BuySell.3,len.23,buy.3,sell.3,BuySell.4,len.24,buy.4,sell.4,BuySell.5,len.25,buy.5,sell.5,BuySell.6,len.26,buy.6,sell.6,DataTrades,len.27,stockpx.1,stockpx_lag_1.1,stockpx_lag_2.1,stockpx_lag_3.1,stockpx_lag_4.1,stockpx_lag_5.1,straddle.1,Straddle Value,Total Premium Paid,Value including Premium
2010-01-19,11,stockpx,11,2010-01-19 00:00:00,,16.959999,16.639999,16.75,15182600.0,,stockpx_lag_1,11.0,,,,16.379998999999998,,,stockpx_lag_2,11.0,2010-01-19 00:00:00,,,,16.200001,,,stockpx_lag_3,11.0,2010-01-19 00:00:00,,,,15.88,,,stockpx_lag_4,11.0,2010-01-19 00:00:00,,,,15.86,,,stockpx_lag_5,11.0,2010-01-19 00:00:00,,,,15.99,,,straddle,11.0,2010-01-19 00:00:00,,,,0.4967821244521069,,,TestStrategy,11.0,733791.0,PSAR,11.0,17.25,SMA_Crossup_50_200,11.0,,SMA_Crossdown_50_200,11.0,,SMA_Crossup_5_30,11.0,,SMA_Crossdown_5_30,11.0,,EMA_Crossup_12_26,11.0,,EMA_Crossdown_12_26,11.0,,MACD_Crossup,11.0,,MACD_Crossdown,11.0,,DEMA_CrossUp_21_55,11.0,,DEMA_CrossDown_21_55,11.0,,Broker,11.0,100000.0,100000.0,BuySell,11.0,,,BuySell,11.0,,,BuySell,11.0,,,BuySell,11.0,,,BuySell,11.0,,,BuySell,11.0,,,BuySell,11.0,,,DataTrades,11.0,,,,,,,,0.0,0.0,100000.0
2010-01-20,12,stockpx,12,2010-01-20 00:00:00,,16.68,16.25,16.379998999999998,14419500.0,,stockpx_lag_1,12.0,,,,16.200001,,,stockpx_lag_2,12.0,2010-01-20 00:00:00,,,,15.88,,,stockpx_lag_3,12.0,2010-01-20 00:00:00,,,,15.86,,,stockpx_lag_4,12.0,2010-01-20 00:00:00,,,,15.99,,,stockpx_lag_5,12.0,2010-01-20 00:00:00,,,,15.98,,,straddle,12.0,2010-01-20 00:00:00,,,,0.5057162458071609,,,TestStrategy,12.0,733792.0,PSAR,12.0,17.25,SMA_Crossup_50_200,12.0,,SMA_Crossdown_50_200,12.0,,SMA_Crossup_5_30,12.0,,SMA_Crossdown_5_30,12.0,,EMA_Crossup_12_26,12.0,,EMA_Crossdown_12_26,12.0,,MACD_Crossup,12.0,,MACD_Crossdown,12.0,,DEMA_CrossUp_21_55,12.0,,DEMA_CrossDown_21_55,12.0,,Broker,12.0,100000.0,100000.0,BuySell,12.0,,,BuySell,12.0,,,BuySell,12.0,,,BuySell,12.0,,,BuySell,12.0,,,BuySell,12.0,,,BuySell,12.0,,,DataTrades,12.0,,,,,,,,0.0,0.0,100000.0
2010-01-21,13,stockpx,13,2010-01-21 00:00:00,,16.58,16.1,16.200001,21858400.0,,stockpx_lag_1,13.0,,,,15.88,,,stockpx_lag_2,13.0,2010-01-21 00:00:00,,,,15.86,,,stockpx_lag_3,13.0,2010-01-21 00:00:00,,,,15.99,,,stockpx_lag_4,13.0,2010-01-21 00:00:00,,,,15.98,,,stockpx_lag_5,13.0,2010-01-21 00:00:00,,,,15.44,,,straddle,13.0,2010-01-21 00:00:00,,,,0.5669995620099932,,,TestStrategy,13.0,733793.0,PSAR,13.0,17.05,SMA_Crossup_50_200,13.0,,SMA_Crossdown_50_200,13.0,,SMA_Crossup_5_30,13.0,,SMA_Crossdown_5_30,13.0,,EMA_Crossup_12_26,13.0,,EMA_Crossdown_12_26,13.0,,MACD_Crossup,13.0,,MACD_Crossdown,13.0,,DEMA_CrossUp_21_55,13.0,,DEMA_CrossDown_21_55,13.0,,Broker,13.0,100000.0,100000.0,BuySell,13.0,,,BuySell,13.0,,,BuySell,13.0,,,BuySell,13.0,,,BuySell,13.0,,,BuySell,13.0,,,BuySell,13.0,,,DataTrades,13.0,,,,,,,,0.0,0.0,100000.0
2010-01-22,14,stockpx,14,2010-01-22 00:00:00,,16.209999,15.81,15.88,25132800.0,,stockpx_lag_1,14.0,,,,15.86,,,stockpx_lag_2,14.0,2010-01-22 00:00:00,,,,15.99,,,stockpx_lag_3,14.0,2010-01-22 00:00:00,,,,15.98,,,stockpx_lag_4,14.0,2010-01-22 00:00:00,,,,15.44,,,stockpx_lag_5,14.0,2010-01-22 00:00:00,,,,15.01,,,straddle,14.0,2010-01-22 00:00:00,,,,0.5568683744473644,,,TestStrategy,14.0,733794.0,PSAR,14.0,16.840999999999998,SMA_Crossup_50_200,14.0,,SMA_Crossdown_50_200,14.0,,SMA_Crossup_5_30,14.0,,SMA_Crossdown_5_30,14.0,,EMA_Crossup_12_26,14.0,,EMA_Crossdown_12_26,14.0,,MACD_Crossup,14.0,,MACD_Crossdown,14.0,,DEMA_CrossUp_21_55,14.0,,DEMA_CrossDown_21_55,14.0,,Broker,14.0,100000.0,100000.0,BuySell,14.0,,,BuySell,14.0,,,BuySell,14.0,,,BuySell,14.0,,,BuySell,14.0,,,BuySell,14.0,,,BuySell,14.0,,,DataTrades,14.0,,,,,,,,0.0,0.0,100000.0
2010-01-25,15,stockpx,15,2010-01-25 00:00:00,,16.110001,15.74,15.86,19683700.0,,stockpx_lag_1,15.0,,,,15.99,,,stockpx_lag_2,15.0,2010-01-25 00:00:00,,,,15.98,,,stockpx_lag_3,15.0,2010-01-25 00:00:00,,,,15.44,,,stockpx_lag_4,15.0,2010-01-25 00:00:00,,,,15.01,,,stockpx_lag_5,15.0,2010-01-25 00:00:00,,,,15.05,,,straddle,15.0,2010-01-25 00:00:00,,,,0.5766910494402584,,,TestStrategy,15.0,733797.0,PSAR,15.0,16.59356,SMA_Crossup_50_200,15.0,,SMA_Crossdown_50_200,15.0,,SMA_Crossup_5_30,15.0,,SMA_Crossdown_5_30,15.0,,EMA_Crossup_12_26,15.0,,EMA_Crossdown_12_26,15.0,,MACD_Crossup,15.0,,MACD_Crossdown,15.0,,DEMA_CrossUp_21_55,15.0,,DEMA_CrossDown_21_55,15.0,,Broker,15.0,100000.0,100000.0,BuySell,15.0,,,BuySell,15.0,,,BuySell,15.0,,,BuySell,15.0,,,BuySell,15.0,,,BuySell,15.0,,,BuySell,15.0,,,DataTrades,15.0,,,,,,,,0.0,0.0,100000.0
2010-01-26,16,stockpx,16,2010-01-26 00:00:00,,16.17,15.7,15.99,43979400.0,,stockpx_lag_1,16.0,,,,15.98,,,stockpx_lag_2,16.0,2010-01-26 00:00:00,,,,15.44,,,stockpx_lag_3,16.0,2010-01-26 00:00:00,,,,15.01,,,stockpx_lag_4,16.0,2010-01-26 00:00:00,,,,15.05,,,stockpx_lag_5,16.0,2010-01-26 00:00:00,,,,15.17,,,straddle,16.0,2010-01-26 00:00:00,,,,0.6013272034920671,,,TestStrategy,16.0,733798.0,PSAR,16.0,16.3716344,SMA_Crossup_50_200,16.0,,SMA_Crossdown_50_200,16.0,,SMA_Crossup_5_30,16.0,,SMA_Crossdown_5_30,16.0,,EMA_Crossup_12_26,16.0,,EMA_Crossdown_12_26,16.0,,MACD_Crossup,16.0,,MACD_Crossdown,16.0,,DEMA_CrossUp_21_55,16.0,,DEMA_CrossDown_21_55,16.0,,Broker,16.0,100000.0,100000.0,BuySell,16.0,,,BuySell,16.0,,,BuySell,16.0,,,BuySell,16.0,,,BuySell,16.0,,,BuySell,16.0,,,BuySell,16.0,,,DataTrades,16.0,,,,,,,,0.0,0.0,100000.0
2010-01-27,17,stockpx,17,2010-01-27 00:00:00,,16.49,15.77,15.98,41701000.0,,stockpx_lag_1,17.0,,,,15.44,,,stockpx_lag_2,17.0,2010-01-27 00:00:00,,,,15.01,,,stockpx_lag_3,17.0,2010-01-27 00:00:00,,,,15.05,,,stockpx_lag_4,17.0,2010-01-27 00:00:00,,,,15.17,,,stockpx_lag_5,17.0,2010-01-27 00:00:00,,,,15.46,,,straddle,17.0,2010-01-27 00:00:00,,,,0.4581188787121029,,,TestStrategy,17.0,733799.0,PSAR,17.0,15.7,SMA_Crossup_50_200,17.0,,SMA_Crossdown_50_200,17.0,,SMA_Crossup_5_30,17.0,,SMA_Crossdown_5_30,17.0,,EMA_Crossup_12_26,17.0,,EMA_Crossdown_12_26,17.0,,MACD_Crossup,17.0,,MACD_Crossdown,17.0,,DEMA_CrossUp_21_55,17.0,,DEMA_CrossDown_21_55,17.0,,Broker,17.0,100000.0,100000.0,BuySell,17.0,,,BuySell,17.0,,,BuySell,17.0,,,BuySell,17.0,,,BuySell,17.0,,,BuySell,17.0,,,BuySell,17.0,,,DataTrades,17.0,,,,,,,,0.0,0.0,100000.0
2010-01-28,18,stockpx,18,2010-01-28 00:00:00,,15.96,15.44,15.44,30159500.0,,stockpx_lag_1,18.0,,,,15.01,,,stockpx_lag_2,18.0,2010-01-28 00:00:00,,,,15.05,,,stockpx_lag_3,18.0,2010-01-28 00:00:00,,,,15.17,,,stockpx_lag_4,18.0,2010-01-28 00:00:00,,,,15.46,,,stockpx_lag_5,18.0,2010-01-28 00:00:00,,,,15.01,,,straddle,18.0,2010-01-28 00:00:00,,,,0.4479329128307876,,,TestStrategy,18.0,733800.0,PSAR,18.0,16.49,SMA_Crossup_50_200,18.0,,SMA_Crossdown_50_200,18.0,,SMA_Crossup_5_30,18.0,,SMA_Crossdown_5_30,18.0,,EMA_Crossup_12_26,18.0,,EMA_Crossdown_12_26,18.0,,MACD_Crossup,18.0,,MACD_Crossdown,18.0,,DEMA_CrossUp_21_55,18.0,,DEMA_CrossDown_21_55,18.0,,Broker,18.0,100000.0,100000.0,BuySell,18.0,,,BuySell,18.0,,,BuySell,18.0,,,BuySell,18.0,,,BuySell,18.0,,,BuySell,18.0,,,BuySell,18.0,,,DataTrades,18.0,,,,,,,,0.0,0.0,100000.0
2010-01-29,19,stockpx,19,2010-01-29 00:00:00,,15.67,14.9,15.01,39664600.0,,stockpx_lag_1,19.0,,,,15.05,,,stockpx_lag_2,19.0,2010-01-29 00:00:00,,,,15.17,,,stockpx_lag_3,19.0,2010-01-29 00:00:00,,,,15.46,,,stockpx_lag_4,19.0,2010-01-29 00:00:00,,,,15.01,,,stockpx_lag_5,19.0,2010-01-29 00:00:00,,,,15.19,,,straddle,19.0,2010-01-29 00:00:00,,,,0.4695105983990261,,,TestStrategy,19.0,733801.0,PSAR,19.0,16.49,SMA_Crossup_50_200,19.0,,SMA_Crossdown_50_200,19.0,,SMA_Crossup_5_30,19.0,,SMA_Crossdown_5_30,19.0,,EMA_Crossup_12_26,19.0,,EMA_Crossdown_12_26,19.0,,MACD_Crossup,19.0,,MACD_Crossdown,19.0,,DEMA_CrossUp_21_55,19.0,,DEMA_CrossDown_21_55,19.0,,Broker,19.0,100000.0,100000.0,BuySell,19.0,,,BuySell,19.0,,,BuySell,19.0,,,BuySell,19.0,,,BuySell,19.0,,,BuySell,19.0,,,BuySell,19.0,,,DataTrades,19.0,,,,,,,,0.0,0.0,100000.0
2010-02-01,20,stockpx,20,2010-02-01 00:00:00,,15.3,14.87,15.05,29865700.0,,stockpx_lag_1,20.0,,,,15.17,,,stockpx_lag_2,20.0,2010-02-01 00:00:00,,,,15.46,,,stockpx_lag_3,20.0,2010-02-01 00:00:00,,,,15.01,,,stockpx_lag_4,20.0,2010-02-01 00:00:00,,,,15.19,,,stockpx_lag_5,20.0,2010-02-01 00:00:00,,,,14.99,,,straddle,20.0,2010-02-01 00:00:00,,,,0.4609274332033646,,,TestStrategy,20.0,733804.0,PSAR,20.0,16.171999999999993,SMA_Crossup_50_200,20.0,,SMA_Crossdown_50_200,20.0,,SMA_Crossup_5_30,20.0,,SMA_Crossdown_5_30,20.0,,EMA_Crossup_12_26,20.0,,EMA_Crossdown_12_26,20.0,,MACD_Crossup,20.0,,MACD_Crossdown,20.0,,DEMA_CrossUp_21_55,20.0,,DEMA_CrossDown_21_55,20.0,,Broker,20.0,100000.0,100000.0,BuySell,20.0,,,BuySell,20.0,,,BuySell,20.0,,,BuySell,20.0,,,BuySell,20.0,,,BuySell,20.0,,,BuySell,20.0,,,DataTrades,20.0,,,,,,,,0.0,0.0,100000.0
