Id,10dORHV,len,datetime,open,high,low,close,volume,openinterest,stockpx,len,datetime,open,high,low,close,volume,openinterest,HVStrategy,len,datetime,RSI,len,rsi,rsi_OB_70,rsi_OS_30,LRSI,len,lrsi,lrsi_OB_07,lrsi_OS_03,TSI,len,tsi,tsi_pos,tsi_neg,Broker,len,cash,value,BuySell,len,buy,sell,BuySell,len,buy,sell,DataTrades,len,10dORHV,stockpx
1838,10dORHV,1838,5/26/17 0:00,,,,12.17,,,stockpx,1838,5/26/17 0:00,,,,153.78,,,HVStrategy,1838,736475,RSI,1838,62.79216483,0,0,LRSI,1838,0.485425647,0,0,TSI,1838,31.21098511,1,0,Broker,1838,99903.86,99903.86,BuySell,1838,,,BuySell,1838,,,DataTrades,1838,,
1839,10dORHV,1839,5/30/17 0:00,,,,12.04,,,stockpx,1839,5/30/17 0:00,,,,153.9,,,HVStrategy,1839,736479,RSI,1839,63.12908784,0,0,LRSI,1839,0.666630866,0,0,TSI,1839,30.51600472,1,0,Broker,1839,99903.86,99903.86,BuySell,1839,,,BuySell,1839,,,DataTrades,1839,,
1840,10dORHV,1840,5/31/17 0:00,,,,12.04,,,stockpx,1840,5/31/17 0:00,,,,154.01,,,HVStrategy,1840,736480,RSI,1840,63.4557594,0,0,LRSI,1840,0.897291321,1,0,TSI,1840,30.01872506,1,0,Broker,1840,99903.86,99903.86,BuySell,1840,,,BuySell,1840,,,DataTrades,1840,,
1841,10dORHV,1841,6/1/17 0:00,,,,9.59,,,stockpx,1841,6/1/17 0:00,,,,152.93,,,HVStrategy,1841,736481,RSI,1841,58.02044972,0,0,LRSI,1841,0.49531492,0,0,TSI,1841,28.10535507,1,0,Broker,1841,99903.86,99903.86,BuySell,1841,,,BuySell,1841,,,DataTrades,1841,,
1842,10dORHV,1842,6/2/17 0:00,,,,9.3,,,stockpx,1842,6/2/17 0:00,,,,155.01,,,HVStrategy,1842,736482,RSI,1842,64.35327054,0,0,LRSI,1842,0.736622147,1,0,TSI,1842,28.15608128,1,0,Broker,1842,99903.86,99903.86,BuySell,1842,,,BuySell,1842,,,DataTrades,1842,,
1843,10dORHV,1843,6/5/17 0:00,,,,9.67,,,stockpx,1843,6/5/17 0:00,,,,153.75,,,HVStrategy,1843,736485,RSI,1843,58.58751301,0,0,LRSI,1843,0.583779445,0,0,TSI,1843,26.45660529,1,0,Broker,1843,99903.86,99903.86,BuySell,1843,,,BuySell,1843,,,DataTrades,1843,,
1844,10dORHV,1844,6/6/17 0:00,,,,9.58,,,stockpx,1844,6/6/17 0:00,,,,155.46,,,HVStrategy,1844,736486,RSI,1844,63.38247323,0,0,LRSI,1844,0.877835081,1,0,TSI,1844,26.4638296,1,0,Broker,1844,99903.86,99903.86,BuySell,1844,,,BuySell,1844,,,DataTrades,1844,,
1845,10dORHV,1845,6/7/17 0:00,,,,9.31,,,stockpx,1845,6/7/17 0:00,,,,155.2,,,HVStrategy,1845,736487,RSI,1845,62.20316294,0,0,LRSI,1845,0.832200912,1,0,TSI,1845,26.1158445,1,0,Broker,1845,99903.86,99903.86,BuySell,1845,,,BuySell,1845,,,DataTrades,1845,,
1846,10dORHV,1846,6/8/17 0:00,,,,9.67,,,stockpx,1846,6/8/17 0:00,,,,154.77,,,HVStrategy,1846,736488,RSI,1846,60.20793541,0,0,LRSI,1846,0.929991729,1,0,TSI,1846,25.24795619,1,0,Broker,1846,99903.86,99903.86,BuySell,1846,,,BuySell,1846,,,DataTrades,1846,,
1847,10dORHV,1847,6/9/17 0:00,,,,13.64,,,stockpx,1847,6/9/17 0:00,,,,149.54,,,HVStrategy,1847,736489,RSI,1847,42.39566355,0,0,LRSI,1847,0.397706174,0,0,TSI,1847,17.72954531,1,0,Broker,1847,99903.86,99903.86,BuySell,1847,,,BuySell,1847,,,DataTrades,1847,,
1848,10dORHV,1848,6/12/17 0:00,,,,18.54,,,stockpx,1848,6/12/17 0:00,,,,144.51,,,HVStrategy,1848,736492,RSI,1848,32.4517966,0,0,LRSI,1848,0.299719015,0,1,TSI,1848,6.595295654,1,0,Broker,1848,99903.86,99903.86,BuySell,1848,,,BuySell,1848,,,DataTrades,1848,,
1849,10dORHV,1849,6/13/17 0:00,,,,19.48,,,stockpx,1849,6/13/17 0:00,,,,146.64,,,HVStrategy,1849,736493,RSI,1849,38.97876028,0,0,LRSI,1849,0.322915719,0,0,TSI,1849,0.678956916,1,0,Broker,1849,99903.86,99903.86,BuySell,1849,,,BuySell,1849,,,DataTrades,1849,,
1850,10dORHV,1850,6/14/17 0:00,,,,20.18,,,stockpx,1850,6/14/17 0:00,,,,144.41,,,HVStrategy,1850,736494,RSI,1850,35.14940776,0,0,LRSI,1850,0.030410799,0,1,TSI,1850,-5.45082876,0,1,Broker,1850,99903.86,99903.86,BuySell,1850,,,BuySell,1850,,,DataTrades,1850,,
1851,10dORHV,1851,6/15/17 0:00,,,,22.13,,,stockpx,1851,6/15/17 0:00,,,,144.36,,,HVStrategy,1851,736495,RSI,1851,35.06622446,0,0,LRSI,1851,0,0,1,TSI,1851,-9.945136672,0,1,Broker,1851,99903.86,99903.86,BuySell,1851,,,BuySell,1851,,,DataTrades,1851,,
1852,10dORHV,1852,6/16/17 0:00,,,,22.15,,,stockpx,1852,6/16/17 0:00,,,,143.32,,,HVStrategy,1852,736496,RSI,1852,33.30090927,0,0,LRSI,1852,0,0,1,TSI,1852,-14.09392507,0,1,Broker,1852,99903.86,99903.86,BuySell,1852,,,BuySell,1852,,,DataTrades,1852,,
1853,10dORHV,1853,6/19/17 0:00,,,,23.1,,,stockpx,1853,6/19/17 0:00,,,,146.05,,,HVStrategy,1853,736499,RSI,1853,41.61053957,0,0,LRSI,1853,0,0,1,TSI,1853,-14.71431182,0,1,Broker,1853,99903.86,99903.86,BuySell,1853,,,BuySell,1853,,,DataTrades,1853,,
1854,10dORHV,1854,6/20/17 0:00,,,,23.03,,,stockpx,1854,6/20/17 0:00,,,,146.05,,,HVStrategy,1854,736500,RSI,1854,41.61053957,0,0,LRSI,1854,0.057594917,0,1,TSI,1854,-15.1864512,0,1,Broker,1854,99903.86,99903.86,BuySell,1854,,,BuySell,1854,,,DataTrades,1854,,
1855,10dORHV,1855,6/21/17 0:00,,,,22.95,,,stockpx,1855,6/21/17 0:00,,,,145.88,,,HVStrategy,1855,736501,RSI,1855,41.23949103,0,0,LRSI,1855,0.066884149,0,1,TSI,1855,-15.67115983,0,1,Broker,1855,99903.86,99903.86,BuySell,1855,,,BuySell,1855,,,DataTrades,1855,,
1856,10dORHV,1856,6/22/17 0:00,,,,22.8,,,stockpx,1856,6/22/17 0:00,,,,146.34,,,HVStrategy,1856,736502,RSI,1856,42.72770561,0,0,LRSI,1856,0.13822773,0,1,TSI,1856,-15.63125759,0,1,Broker,1856,99903.86,99903.86,BuySell,1856,,,BuySell,1856,,,DataTrades,1856,,
1857,10dORHV,1857,6/23/17 0:00,,,,20.94,,,stockpx,1857,6/23/17 0:00,,,,146.3,,,HVStrategy,1857,736503,RSI,1857,42.62660644,0,0,LRSI,1857,0.220783852,0,1,TSI,1857,-15.62642527,0,1,Broker,1857,99903.86,99903.86,BuySell,1857,,,BuySell,1857,,,DataTrades,1857,,
1858,10dORHV,1858,6/26/17 0:00,,,,17.74,,,stockpx,1858,6/26/17 0:00,,,,145.85,,,HVStrategy,1858,736506,RSI,1858,41.43870232,0,0,LRSI,1858,0.315992426,0,0,TSI,1858,-15.93919964,0,1,Broker,1858,99903.86,99903.86,BuySell,1858,,,BuySell,1858,,,DataTrades,1858,,
1859,10dORHV,1859,6/27/17 0:00,,,,16.93,,,stockpx,1859,6/27/17 0:00,,,,144.54,,,HVStrategy,1859,736507,RSI,1859,38.10923804,0,0,LRSI,1859,0.35346104,0,0,TSI,1859,-17.13117059,0,1,Broker,1859,99903.86,99903.86,BuySell,1859,,,BuySell,1859,,,DataTrades,1859,,
1860,10dORHV,1860,6/28/17 0:00,,,,16.41,,,stockpx,1860,6/28/17 0:00,,,,145.92,,,HVStrategy,1860,736508,RSI,1860,43.27937115,0,0,LRSI,1860,0.578420827,0,0,TSI,1860,-16.71321687,0,1,Broker,1860,99903.86,99903.86,BuySell,1860,,,BuySell,1860,,,DataTrades,1860,,
1861,10dORHV,1861,6/29/17 0:00,,,,15.26,,,stockpx,1861,6/29/17 0:00,,,,143.51,,,HVStrategy,1861,736509,RSI,1861,37.40304965,0,0,LRSI,1861,0.179818082,0,1,TSI,1861,-18.10560687,0,1,Broker,1861,99903.86,99903.86,BuySell,1861,,,BuySell,1861,,,DataTrades,1861,,
1862,10dORHV,1862,6/30/17 0:00,,,,14.78,,,stockpx,1862,6/30/17 0:00,,,,144.66,,,HVStrategy,1862,736510,RSI,1862,41.48578712,0,0,LRSI,1862,0.303283922,0,0,TSI,1862,-18.03891327,0,1,Broker,1862,99903.86,99903.86,BuySell,1862,,,BuySell,1862,,,DataTrades,1862,,
1863,10dORHV,1863,7/3/17 0:00,,,,13.23,,,stockpx,1863,7/3/17 0:00,,,,143.5,,,HVStrategy,1863,736513,RSI,1863,38.74096889,0,0,LRSI,1863,0,0,1,TSI,1863,-18.80760397,0,1,Broker,1863,99903.86,99903.86,BuySell,1863,,,BuySell,1863,,,DataTrades,1863,,
1864,10dORHV,1864,7/5/17 0:00,,,,13.16,,,stockpx,1864,7/5/17 0:00,,,,144.03,,,HVStrategy,1864,736515,RSI,1864,40.67237578,0,0,LRSI,1864,0,0,1,TSI,1864,-18.87357183,0,1,Broker,1864,99903.86,99903.86,BuySell,1864,,,BuySell,1864,,,DataTrades,1864,,
1865,10dORHV,1865,7/6/17 0:00,,,,13.54,,,stockpx,1865,7/6/17 0:00,,,,142.76,,,HVStrategy,1865,736516,RSI,1865,37.61220945,0,0,LRSI,1865,0,0,1,TSI,1865,-19.83027166,0,1,Broker,1865,99903.86,99903.86,BuySell,1865,,,BuySell,1865,,,DataTrades,1865,,
1866,10dORHV,1866,7/7/17 0:00,,,,14.13,,,stockpx,1866,7/7/17 0:00,,,,144.35,,,HVStrategy,1866,736517,RSI,1866,43.35814855,0,0,LRSI,1866,0.039908354,0,1,TSI,1866,-18.91892857,0,1,Broker,1866,99903.86,99903.86,BuySell,1866,,,BuySell,1866,,,DataTrades,1866,,
1867,10dORHV,1867,7/10/17 0:00,,,,14.17,,,stockpx,1867,7/10/17 0:00,,,,145.51,,,HVStrategy,1867,736520,RSI,1867,47.18025897,0,0,LRSI,1867,0.343815588,0,0,TSI,1867,-16.97861009,0,1,Broker,1867,99903.86,99903.86,BuySell,1867,,,BuySell,1867,,,DataTrades,1867,,
1868,10dORHV,1868,7/11/17 0:00,,,,13.16,,,stockpx,1868,7/11/17 0:00,,,,145.64,,,HVStrategy,1868,736521,RSI,1868,47.6069461,0,0,LRSI,1868,0.411010177,0,0,TSI,1868,-15.28534541,0,1,Broker,1868,99903.86,99903.86,BuySell,1868,,,BuySell,1868,,,DataTrades,1868,,
1869,10dORHV,1869,7/12/17 0:00,,,,12.51,,,stockpx,1869,7/12/17 0:00,,,,145.87,,,HVStrategy,1869,736522,RSI,1869,48.40113281,0,0,LRSI,1869,0.583960089,0,0,TSI,1869,-13.66309911,0,1,Broker,1869,99903.86,99903.86,BuySell,1869,,,BuySell,1869,,,DataTrades,1869,,
1870,10dORHV,1870,7/13/17 0:00,,,,12.8,,,stockpx,1870,7/13/17 0:00,,,,147.81,,,HVStrategy,1870,736523,RSI,1870,54.64599834,0,0,LRSI,1870,0.940729156,1,0,TSI,1870,-10.32422726,0,1,Broker,1870,99903.86,99903.86,BuySell,1870,,,BuySell,1870,,,DataTrades,1870,,
1871,10dORHV,1871,7/14/17 0:00,,,,11.38,,,stockpx,1871,7/14/17 0:00,,,,149,,,HVStrategy,1871,736524,RSI,1871,58.00356944,0,0,LRSI,1871,0.946690653,1,0,TSI,1871,-6.431792583,0,1,Broker,1871,99903.86,99903.86,BuySell,1871,,,BuySell,1871,,,DataTrades,1871,,
1872,10dORHV,1872,7/17/17 0:00,,,,11.92,,,stockpx,1872,7/17/17 0:00,,,,149.63,,,HVStrategy,1872,736527,RSI,1872,59.70434158,0,0,LRSI,1872,0.985241745,1,0,TSI,1872,-2.673616026,0,1,Broker,1872,99903.86,99903.86,BuySell,1872,,,BuySell,1872,,,DataTrades,1872,,
1873,10dORHV,1873,7/18/17 0:00,,,,15.3,,,stockpx,1873,7/18/17 0:00,,,,149.56,,,HVStrategy,1873,736528,RSI,1873,59.4164146,0,0,LRSI,1873,1,1,0,TSI,1873,0.323943699,1,0,Broker,1873,99903.86,99903.86,BuySell,1873,,,BuySell,1873,,,DataTrades,1873,,
1874,10dORHV,1874,7/19/17 0:00,,,,14.6,,,stockpx,1874,7/19/17 0:00,,,,150.08,,,HVStrategy,1874,736529,RSI,1874,60.92398202,0,0,LRSI,1874,1,1,0,TSI,1874,3.296036311,1,0,Broker,1874,99903.86,99903.86,BuySell,1874,,,BuySell,1874,,,DataTrades,1874,,
1875,10dORHV,1875,7/20/17 0:00,,,,14.53,,,stockpx,1875,7/20/17 0:00,,,,151.02,,,HVStrategy,1875,736530,RSI,1875,63.55923895,0,0,LRSI,1875,1,1,0,TSI,1875,6.643937081,1,0,Broker,1875,99903.86,99903.86,BuySell,1875,,,BuySell,1875,,,DataTrades,1875,,
1876,10dORHV,1876,7/21/17 0:00,,,,14.03,,,stockpx,1876,7/21/17 0:00,,,,150.34,,,HVStrategy,1876,736531,RSI,1876,60.38661158,0,0,LRSI,1876,1,1,0,TSI,1876,8.666199892,1,0,Broker,1876,99903.86,99903.86,BuySell,1876,,,BuySell,1876,,,DataTrades,1876,,
1877,10dORHV,1877,7/24/17 0:00,,,,14.26,,,stockpx,1877,7/24/17 0:00,,,,150.27,,,HVStrategy,1877,736534,RSI,1877,60.05429024,0,0,LRSI,1877,1,1,0,TSI,1877,10.26299585,1,0,Broker,1877,99903.86,99903.86,BuySell,1877,,,BuySell,1877,,,DataTrades,1877,,
1878,10dORHV,1878,7/25/17 0:00,,,,14.52,,,stockpx,1878,7/25/17 0:00,,,,152.74,,,HVStrategy,1878,736535,RSI,1878,66.96306339,0,0,LRSI,1878,1,1,0,TSI,1878,13.87999694,1,0,Broker,1878,99903.86,99903.86,BuySell,1878,,,BuySell,1878,,,DataTrades,1878,,
1879,10dORHV,1879,7/26/17 0:00,,,,14.41,,,stockpx,1879,7/26/17 0:00,,,,153.46,,,HVStrategy,1879,736536,RSI,1879,68.66439548,0,0,LRSI,1879,1,1,0,TSI,1879,17.43829802,1,0,Broker,1879,99903.86,99903.86,BuySell,1879,,,BuySell,1879,,,DataTrades,1879,,
1880,10dORHV,1880,7/27/17 0:00,,,,19.07,,,stockpx,1880,7/27/17 0:00,,,,150.56,,,HVStrategy,1880,736537,RSI,1880,56.12690529,0,0,LRSI,1880,0.940446805,1,0,TSI,1880,16.7051503,1,0,Broker,1880,99903.86,99903.86,BuySell,1880,,,BuySell,1880,,,DataTrades,1880,,
1881,10dORHV,1881,7/28/17 0:00,,,,18.69,,,stockpx,1881,7/28/17 0:00,,,,149.5,,,HVStrategy,1881,736538,RSI,1881,52.36334451,0,0,LRSI,1881,0.723882846,1,0,TSI,1881,14.86523691,1,0,Broker,1881,99903.86,99903.86,BuySell,1881,,,BuySell,1881,,,DataTrades,1881,,
1882,10dORHV,1882,7/31/17 0:00,,,,18.69,,,stockpx,1882,7/31/17 0:00,,,,148.73,,,HVStrategy,1882,736541,RSI,1882,49.75346355,0,0,LRSI,1882,0.617321377,0,0,TSI,1882,12.52464917,1,0,Broker,1882,99903.86,99903.86,BuySell,1882,,,BuySell,1882,,,DataTrades,1882,,
1883,10dORHV,1883,8/1/17 0:00,,,,18.95,,,stockpx,1883,8/1/17 0:00,,,,150.05,,,HVStrategy,1883,736542,RSI,1883,53.98734332,0,0,LRSI,1883,0.548851491,0,0,TSI,1883,11.86773281,1,0,Broker,1883,99903.86,99903.86,BuySell,1883,,,BuySell,1883,,,DataTrades,1883,,
1884,10dORHV,1884,8/2/17 0:00,,,,24.24,,,stockpx,1884,8/2/17 0:00,,,,157.14,,,HVStrategy,1884,736543,RSI,1884,69.06513181,0,0,LRSI,1884,0.632981883,0,0,TSI,1884,17.34840737,1,0,Broker,1884,99903.86,99903.86,BuySell,1884,,,BuySell,1884,,,DataTrades,1884,,
1885,10dORHV,1885,8/3/17 0:00,,,,24.56,,,stockpx,1885,8/3/17 0:00,,,,155.57,,,HVStrategy,1885,736544,RSI,1885,64.05925325,0,0,LRSI,1885,0.586396625,0,0,TSI,1885,19.54113234,1,0,Broker,1885,99903.86,99903.86,BuySell,1885,,,BuySell,1885,,,DataTrades,1885,,
1886,10dORHV,1886,8/4/17 0:00,,,,24.63,,,stockpx,1886,8/4/17 0:00,,,,156.39,,,HVStrategy,1886,736545,RSI,1886,65.46709382,0,0,LRSI,1886,0.739183912,1,0,TSI,1886,21.70824631,1,0,Broker,1886,99903.86,99903.86,BuySell,1886,,,BuySell,1886,,,DataTrades,1886,,
1887,10dORHV,1887,8/7/17 0:00,,,,24.65,,,stockpx,1887,8/7/17 0:00,,,,158.81,,,HVStrategy,1887,736548,RSI,1887,69.29030338,0,0,LRSI,1887,1,1,0,TSI,1887,24.8995758,1,0,Broker,1887,99903.86,99903.86,BuySell,1887,,,BuySell,1887,,,DataTrades,1887,,
1888,10dORHV,1888,8/8/17 0:00,,,,25.31,,,stockpx,1888,8/8/17 0:00,,,,160.08,,,HVStrategy,1888,736549,RSI,1888,71.0986675,1,0,LRSI,1888,1,1,0,TSI,1888,28.04644119,1,0,Broker,1888,99903.86,99903.86,BuySell,1888,,,BuySell,1888,,,DataTrades,1888,,
1889,10dORHV,1889,8/9/17 0:00,,,,25.6,,,stockpx,1889,8/9/17 0:00,,,,161.06,,,HVStrategy,1889,736550,RSI,1889,72.44696827,1,0,LRSI,1889,1,1,0,TSI,1889,30.98892573,1,0,Broker,1889,99929.46,99903.86,BuySell,1889,,25.6,BuySell,1889,,,DataTrades,1889,,
1890,10dORHV,1890,8/10/17 0:00,,,,25.86,,,stockpx,1890,8/10/17 0:00,,,,155.32,,,HVStrategy,1890,736551,RSI,1890,55.97535098,0,0,LRSI,1890,0.859305617,1,0,TSI,1890,27.40591489,1,0,Broker,1890,99929.46,99903.6,BuySell,1890,,,BuySell,1890,,,DataTrades,1890,,
1891,10dORHV,1891,8/11/17 0:00,,,,25.99,,,stockpx,1891,8/11/17 0:00,,,,157.48,,,HVStrategy,1891,736552,RSI,1891,59.68951119,0,0,LRSI,1891,0.919814426,1,0,TSI,1891,25.96897272,1,0,Broker,1891,99929.46,99903.47,BuySell,1891,,,BuySell,1891,,,DataTrades,1891,,
1892,10dORHV,1892,8/14/17 0:00,,,,26.1,,,stockpx,1892,8/14/17 0:00,,,,159.85,,,HVStrategy,1892,736555,RSI,1892,63.34371265,0,0,LRSI,1892,0.964031525,1,0,TSI,1892,26.15987864,1,0,Broker,1892,99929.46,99903.36,BuySell,1892,,,BuySell,1892,,,DataTrades,1892,,
1893,10dORHV,1893,8/15/17 0:00,,,,26.2,,,stockpx,1893,8/15/17 0:00,,,,161.6,,,HVStrategy,1893,736556,RSI,1893,65.80843385,0,0,LRSI,1893,0.964559624,1,0,TSI,1893,27.18620994,1,0,Broker,1893,99929.46,99903.26,BuySell,1893,,,BuySell,1893,,,DataTrades,1893,,
1894,10dORHV,1894,8/16/17 0:00,,,,21.6,,,stockpx,1894,8/16/17 0:00,,,,160.95,,,HVStrategy,1894,736557,RSI,1894,64.08484122,0,0,LRSI,1894,1,1,0,TSI,1894,27.40346321,1,0,Broker,1894,99929.46,99907.86,BuySell,1894,,,BuySell,1894,,,DataTrades,1894,,
1895,10dORHV,1895,8/17/17 0:00,,,,22.44,,,stockpx,1895,8/17/17 0:00,,,,157.86,,,HVStrategy,1895,736558,RSI,1895,56.50792877,0,0,LRSI,1895,0.782027098,1,0,TSI,1895,24.97786165,1,0,Broker,1895,99907.02,99907.02,BuySell,1895,22.44,,BuySell,1895,,,DataTrades,1895,3.16,
1896,10dORHV,1896,8/18/17 0:00,,,,22.77,,,stockpx,1896,8/18/17 0:00,,,,157.5,,,HVStrategy,1896,736559,RSI,1896,55.68192899,0,0,LRSI,1896,0.70712106,1,0,TSI,1896,22.82672551,1,0,Broker,1896,99907.02,99907.02,BuySell,1896,,,BuySell,1896,,,DataTrades,1896,,
1897,10dORHV,1897,8/21/17 0:00,,,,22.53,,,stockpx,1897,8/21/17 0:00,,,,157.21,,,HVStrategy,1897,736562,RSI,1897,54.98467281,0,0,LRSI,1897,0.617889386,0,0,TSI,1897,20.90515862,1,0,Broker,1897,99907.02,99907.02,BuySell,1897,,,BuySell,1897,,,DataTrades,1897,,
1898,10dORHV,1898,8/22/17 0:00,,,,22.25,,,stockpx,1898,8/22/17 0:00,,,,159.78,,,HVStrategy,1898,736563,RSI,1898,59.79008911,0,0,LRSI,1898,0.592671873,0,0,TSI,1898,20.71052239,1,0,Broker,1898,99907.02,99907.02,BuySell,1898,,,BuySell,1898,,,DataTrades,1898,,
1899,10dORHV,1899,8/23/17 0:00,,,,22,,,stockpx,1899,8/23/17 0:00,,,,159.98,,,HVStrategy,1899,736564,RSI,1899,60.1466364,0,0,LRSI,1899,0.463047281,0,0,TSI,1899,20.65999281,1,0,Broker,1899,99907.02,99907.02,BuySell,1899,,,BuySell,1899,,,DataTrades,1899,,
1900,10dORHV,1900,8/24/17 0:00,,,,17.38,,,stockpx,1900,8/24/17 0:00,,,,159.27,,,HVStrategy,1900,736565,RSI,1900,58.17453172,0,0,LRSI,1900,0.399677714,0,0,TSI,1900,20.05248093,1,0,Broker,1900,99907.02,99907.02,BuySell,1900,,,BuySell,1900,,,DataTrades,1900,,
1901,10dORHV,1901,8/25/17 0:00,,,,16.4,,,stockpx,1901,8/25/17 0:00,,,,159.86,,,HVStrategy,1901,736566,RSI,1901,59.36681067,0,0,LRSI,1901,0.686304004,0,0,TSI,1901,19.87557799,1,0,Broker,1901,99907.02,99907.02,BuySell,1901,,,BuySell,1901,,,DataTrades,1901,,
1902,10dORHV,1902,8/29/17 0:00,,,,16.75,,,stockpx,1902,8/29/17 0:00,,,,162.91,,,HVStrategy,1902,736570,RSI,1902,64.93200698,0,0,LRSI,1902,0.85720452,1,0,TSI,1902,21.38188179,1,0,Broker,1902,99907.02,99907.02,BuySell,1902,,,BuySell,1902,,,DataTrades,1902,,
1903,10dORHV,1903,8/30/17 0:00,,,,16.31,,,stockpx,1903,8/30/17 0:00,,,,163.35,,,HVStrategy,1903,736571,RSI,1903,65.66264775,0,0,LRSI,1903,0.825696334,1,0,TSI,1903,22.82672609,1,0,Broker,1903,99907.02,99907.02,BuySell,1903,,,BuySell,1903,,,DataTrades,1903,,
1904,10dORHV,1904,8/31/17 0:00,,,,14.4,,,stockpx,1904,8/31/17 0:00,,,,164,,,HVStrategy,1904,736572,RSI,1904,66.7642967,0,0,LRSI,1904,0.9185088,1,0,TSI,1904,24.34751561,1,0,Broker,1904,99907.02,99907.02,BuySell,1904,,,BuySell,1904,,,DataTrades,1904,,
1905,10dORHV,1905,9/5/17 0:00,,,,14.69,,,stockpx,1905,9/5/17 0:00,,,,162.08,,,HVStrategy,1905,736577,RSI,1905,60.58144789,0,0,LRSI,1905,1,1,0,TSI,1905,23.91139887,1,0,Broker,1905,99907.02,99907.02,BuySell,1905,,,BuySell,1905,,,DataTrades,1905,,
1906,10dORHV,1906,9/6/17 0:00,,,,14.11,,,stockpx,1906,9/6/17 0:00,,,,161.91,,,HVStrategy,1906,736578,RSI,1906,60.05117644,0,0,LRSI,1906,0.953073272,1,0,TSI,1906,23.40662975,1,0,Broker,1906,99907.02,99907.02,BuySell,1906,,,BuySell,1906,,,DataTrades,1906,,
1907,10dORHV,1907,9/7/17 0:00,,,,14.27,,,stockpx,1907,9/7/17 0:00,,,,161.26,,,HVStrategy,1907,736579,RSI,1907,57.96211163,0,0,LRSI,1907,0.833908297,1,0,TSI,1907,22.4082984,1,0,Broker,1907,99907.02,99907.02,BuySell,1907,,,BuySell,1907,,,DataTrades,1907,,
1908,10dORHV,1908,9/8/17 0:00,,,,15.29,,,stockpx,1908,9/8/17 0:00,,,,158.63,,,HVStrategy,1908,736580,RSI,1908,50.33244602,0,0,LRSI,1908,0.558480833,0,0,TSI,1908,19.23410178,1,0,Broker,1908,99907.02,99907.02,BuySell,1908,,,BuySell,1908,,,DataTrades,1908,,
1909,10dORHV,1909,9/11/17 0:00,,,,16.5,,,stockpx,1909,9/11/17 0:00,,,,161.5,,,HVStrategy,1909,736583,RSI,1909,56.98637527,0,0,LRSI,1909,0.586025128,0,0,TSI,1909,18.40361146,1,0,Broker,1909,99907.02,99907.02,BuySell,1909,,,BuySell,1909,,,DataTrades,1909,,
1910,10dORHV,1910,9/12/17 0:00,,,,18.54,,,stockpx,1910,9/12/17 0:00,,,,160.86,,,HVStrategy,1910,736584,RSI,1910,55.21011414,0,0,LRSI,1910,0.197701513,0,1,TSI,1910,17.19024884,1,0,Broker,1910,99907.02,99907.02,BuySell,1910,,,BuySell,1910,,,DataTrades,1910,,
1911,10dORHV,1911,9/13/17 0:00,,,,17.97,,,stockpx,1911,9/13/17 0:00,,,,159.65,,,HVStrategy,1911,736585,RSI,1911,51.91536916,0,0,LRSI,1911,0,0,1,TSI,1911,15.17606669,1,0,Broker,1911,99907.02,99907.02,BuySell,1911,,,BuySell,1911,,,DataTrades,1911,,
1912,10dORHV,1912,9/14/17 0:00,,,,18.15,,,stockpx,1912,9/14/17 0:00,,,,158.28,,,HVStrategy,1912,736586,RSI,1912,48.3939773,0,0,LRSI,1912,0,0,1,TSI,1912,12.39704897,1,0,Broker,1912,99907.02,99907.02,BuySell,1912,,,BuySell,1912,,,DataTrades,1912,,
1913,10dORHV,1913,9/15/17 0:00,,,,19.11,,,stockpx,1913,9/15/17 0:00,,,,159.88,,,HVStrategy,1913,736587,RSI,1913,52.45045312,0,0,LRSI,1913,0.133193607,0,1,TSI,1913,11.22250281,1,0,Broker,1913,99907.02,99907.02,BuySell,1913,,,BuySell,1913,,,DataTrades,1913,,
1914,10dORHV,1914,9/18/17 0:00,,,,19.68,,,stockpx,1914,9/18/17 0:00,,,,158.67,,,HVStrategy,1914,736590,RSI,1914,49.29472881,0,0,LRSI,1914,0,0,1,TSI,1914,9.281429154,1,0,Broker,1914,99907.02,99907.02,BuySell,1914,,,BuySell,1914,,,DataTrades,1914,,
1915,10dORHV,1915,9/19/17 0:00,,,,18.25,,,stockpx,1915,9/19/17 0:00,,,,158.73,,,HVStrategy,1915,736591,RSI,1915,49.45711921,0,0,LRSI,1915,0,0,1,TSI,1915,7.758064529,1,0,Broker,1915,99907.02,99907.02,BuySell,1915,,,BuySell,1915,,,DataTrades,1915,,
1916,10dORHV,1916,9/20/17 0:00,,,,20.28,,,stockpx,1916,9/20/17 0:00,,,,156.07,,,HVStrategy,1916,736592,RSI,1916,42.89781861,0,0,LRSI,1916,0,0,1,TSI,1916,4.357818201,1,0,Broker,1916,99907.02,99907.02,BuySell,1916,,,BuySell,1916,,,DataTrades,1916,,
1917,10dORHV,1917,9/21/17 0:00,,,,21.45,,,stockpx,1917,9/21/17 0:00,,,,153.39,,,HVStrategy,1917,736593,RSI,1917,37.50130866,0,0,LRSI,1917,0,0,1,TSI,1917,-0.423914399,0,1,Broker,1917,99907.02,99907.02,BuySell,1917,,,BuySell,1917,,,DataTrades,1917,,
1918,10dORHV,1918,9/22/17 0:00,,,,20.77,,,stockpx,1918,9/22/17 0:00,,,,151.89,,,HVStrategy,1918,736594,RSI,1918,34.85814987,0,0,LRSI,1918,0.052484153,0,1,TSI,1918,-5.272634679,0,1,Broker,1918,99907.02,99907.02,BuySell,1918,,,BuySell,1918,,,DataTrades,1918,,
