Id,spx-2013-2018,len,datetime,open,high,low,close,volume,openinterest,MeanReversionStrategy,len,datetime,SimpleMovingAverage,len,sma,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
666,spx-2013-2018,666,2015-10-01 23:59:59.999989,1919.65,1927.21,1900.7,1923.82,3983600000.0,0.0,MeanReversionStrategy,666,735872.9999999999,SimpleMovingAverage,666,2063.123828125,Broker,666,98670.88000000003,100594.70000000004,BuySell,666,,,Trades,666,,
667,spx-2013-2018,667,2015-10-02 23:59:59.999989,1921.77,1951.36,1893.7,1951.36,4378570000.0,0.0,MeanReversionStrategy,667,735873.9999999999,SimpleMovingAverage,667,2062.2775,Broker,667,98670.88000000003,100622.24000000003,BuySell,667,,,Trades,667,,
668,spx-2013-2018,668,2015-10-05 23:59:59.999989,1954.33,1989.17,1954.33,1987.05,4334490000.0,0.0,MeanReversionStrategy,668,735876.9999999999,SimpleMovingAverage,668,2061.653203125,Broker,668,98670.88000000003,100657.93000000004,BuySell,668,,,Trades,668,,
669,spx-2013-2018,669,2015-10-06 23:59:59.999989,1986.63,1991.62,1971.99,1979.92,4202400000.0,0.0,MeanReversionStrategy,669,735877.9999999999,SimpleMovingAverage,669,2060.866484375,Broker,669,98670.88000000003,100650.80000000003,BuySell,669,,,Trades,669,,
670,spx-2013-2018,670,2015-10-07 23:59:59.999989,1982.34,1999.31,1976.44,1995.83,4666470000.0,0.0,MeanReversionStrategy,670,735878.9999999999,SimpleMovingAverage,670,2060.237578125,Broker,670,100653.22000000003,100653.22000000003,BuySell,670,,1982.34,Trades,670,39.09999999999991,
671,spx-2013-2018,671,2015-10-08 23:59:59.999989,1994.01,2016.5,1987.53,2013.43,3939140000.0,0.0,MeanReversionStrategy,671,735879.9999999999,SimpleMovingAverage,671,2059.70265625,Broker,671,102647.23000000003,100633.80000000003,BuySell,671,,1994.01,Trades,671,,
672,spx-2013-2018,672,2015-10-09 23:59:59.999989,2013.73,2020.13,2007.61,2014.89,3706900000.0,0.0,MeanReversionStrategy,672,735880.9999999999,SimpleMovingAverage,672,2059.106640625,Broker,672,102647.23000000003,100632.34000000003,BuySell,672,,,Trades,672,,
673,spx-2013-2018,673,2015-10-12 23:59:59.999989,2015.65,2018.66,2010.55,2017.46,2893250000.0,0.0,MeanReversionStrategy,673,735883.9999999999,SimpleMovingAverage,673,2058.445703125,Broker,673,102647.23000000003,100629.77000000002,BuySell,673,,,Trades,673,,
674,spx-2013-2018,674,2015-10-13 23:59:59.999989,2015.0,2022.34,2001.78,2003.69,3401920000.0,0.0,MeanReversionStrategy,674,735884.9999999999,SimpleMovingAverage,674,2057.752421875,Broker,674,102647.23000000003,100643.54000000002,BuySell,674,,,Trades,674,,
675,spx-2013-2018,675,2015-10-14 23:59:59.999989,2003.66,2009.56,1990.73,1994.24,3644590000.0,0.0,MeanReversionStrategy,675,735885.9999999999,SimpleMovingAverage,675,2056.958671875,Broker,675,102647.23000000003,100652.99000000002,BuySell,675,,,Trades,675,,
676,spx-2013-2018,676,2015-10-15 23:59:59.999989,1996.47,2024.15,1996.47,2023.86,3746290000.0,0.0,MeanReversionStrategy,676,735886.9999999999,SimpleMovingAverage,676,2056.31203125,Broker,676,102647.23000000003,100623.37000000002,BuySell,676,,,Trades,676,,
677,spx-2013-2018,677,2015-10-16 23:59:59.999989,2024.37,2033.54,2020.46,2033.11,3595430000.0,0.0,MeanReversionStrategy,677,735887.9999999999,SimpleMovingAverage,677,2055.75046875,Broker,677,102647.23000000003,100614.12000000002,BuySell,677,,,Trades,677,,
678,spx-2013-2018,678,2015-10-19 23:59:59.999989,2031.73,2034.45,2022.31,2033.66,3287320000.0,0.0,MeanReversionStrategy,678,735890.9999999999,SimpleMovingAverage,678,2055.37921875,Broker,678,102647.23000000003,100613.57000000002,BuySell,678,,,Trades,678,,
679,spx-2013-2018,679,2015-10-20 23:59:59.999989,2033.13,2039.12,2026.61,2030.77,3331500000.0,0.0,MeanReversionStrategy,679,735891.9999999999,SimpleMovingAverage,679,2054.835234375,Broker,679,102647.23000000003,100616.46000000002,BuySell,679,,,Trades,679,,
680,spx-2013-2018,680,2015-10-21 23:59:59.999989,2033.47,2037.97,2017.22,2018.94,3627790000.0,0.0,MeanReversionStrategy,680,735892.9999999999,SimpleMovingAverage,680,2054.223125,Broker,680,102647.23000000003,100628.29000000002,BuySell,680,,,Trades,680,,
681,spx-2013-2018,681,2015-10-22 23:59:59.999989,2021.88,2055.2,2021.88,2052.51,4430850000.0,0.0,MeanReversionStrategy,681,735893.9999999999,SimpleMovingAverage,681,2053.789921875,Broker,681,100625.35000000002,100625.35000000002,BuySell,681,2021.88,,Trades,681,,-27.87000000000012
682,spx-2013-2018,682,2015-10-23 23:59:59.999989,2058.19,2079.74,2058.19,2075.15,4108460000.0,0.0,MeanReversionStrategy,682,735894.9999999999,SimpleMovingAverage,682,2053.494765625,Broker,682,102683.54000000002,100608.39000000003,BuySell,682,,2058.19,Trades,682,,
683,spx-2013-2018,683,2015-10-26 23:59:59.999989,2075.08,2075.14,2066.53,2071.18,3385800000.0,0.0,MeanReversionStrategy,683,735897.9999999999,SimpleMovingAverage,683,2053.13140625,Broker,683,102683.54000000002,100612.36000000003,BuySell,683,,,Trades,683,,
684,spx-2013-2018,684,2015-10-27 23:59:59.999989,2068.75,2070.37,2058.84,2065.89,4216880000.0,0.0,MeanReversionStrategy,684,735898.9999999999,SimpleMovingAverage,684,2052.795234375,Broker,684,102683.54000000002,100617.65000000002,BuySell,684,,,Trades,684,,
685,spx-2013-2018,685,2015-10-28 23:59:59.999989,2066.48,2090.35,2063.11,2090.35,4698110000.0,0.0,MeanReversionStrategy,685,735899.9999999999,SimpleMovingAverage,685,2052.60453125,Broker,685,102683.54000000002,100593.19000000002,BuySell,685,,,Trades,685,,
686,spx-2013-2018,686,2015-10-29 23:59:59.999989,2088.35,2092.52,2082.63,2089.41,4008940000.0,0.0,MeanReversionStrategy,686,735900.9999999999,SimpleMovingAverage,686,2052.46828125,Broker,686,102683.54000000002,100594.13000000002,BuySell,686,,,Trades,686,,
687,spx-2013-2018,687,2015-10-30 23:59:59.999989,2090.0,2094.32,2079.34,2079.36,4256200000.0,0.0,MeanReversionStrategy,687,735901.9999999999,SimpleMovingAverage,687,2052.420234375,Broker,687,102683.54000000002,100604.18000000002,BuySell,687,,,Trades,687,,
688,spx-2013-2018,688,2015-11-02 23:59:59.999989,2080.76,2106.2,2080.76,2104.05,3760020000.0,0.0,MeanReversionStrategy,688,735904.9999999999,SimpleMovingAverage,688,2052.387109375,Broker,688,102683.54000000002,100579.49000000002,BuySell,688,,,Trades,688,,
689,spx-2013-2018,689,2015-11-03 23:59:59.999989,2102.63,2116.48,2097.51,2109.79,4272060000.0,0.0,MeanReversionStrategy,689,735905.9999999999,SimpleMovingAverage,689,2052.350390625,Broker,689,102683.54000000002,100573.75000000003,BuySell,689,,,Trades,689,,
690,spx-2013-2018,690,2015-11-04 23:59:59.999989,2110.6,2114.59,2096.98,2102.31,4078870000.0,0.0,MeanReversionStrategy,690,735906.9999999999,SimpleMovingAverage,690,2052.45078125,Broker,690,102683.54000000002,100581.23000000003,BuySell,690,,,Trades,690,,
691,spx-2013-2018,691,2015-11-05 23:59:59.999989,2101.68,2108.78,2090.41,2099.93,4051890000.0,0.0,MeanReversionStrategy,691,735907.9999999999,SimpleMovingAverage,691,2052.6053125,Broker,691,102683.54000000002,100583.61000000003,BuySell,691,,,Trades,691,,
692,spx-2013-2018,692,2015-11-06 23:59:59.999989,2098.6,2101.91,2083.74,2099.2,4369020000.0,0.0,MeanReversionStrategy,692,735908.9999999999,SimpleMovingAverage,692,2052.6928125,Broker,692,100584.94000000002,100584.94000000002,BuySell,692,2098.6,,Trades,692,,-40.409999999999854
693,spx-2013-2018,693,2015-11-09 23:59:59.999989,2096.56,2096.56,2068.24,2078.58,3882350000.0,0.0,MeanReversionStrategy,693,735911.9999999999,SimpleMovingAverage,693,2052.3996875,Broker,693,100584.94000000002,100584.94000000002,BuySell,693,,,Trades,693,,
694,spx-2013-2018,694,2015-11-10 23:59:59.999989,2077.19,2083.67,2069.91,2081.72,3821440000.0,0.0,MeanReversionStrategy,694,735912.9999999999,SimpleMovingAverage,694,2052.215234375,Broker,694,98507.75000000001,100589.47000000002,BuySell,694,2077.19,,Trades,694,,
695,spx-2013-2018,695,2015-11-11 23:59:59.999989,2083.41,2086.94,2074.85,2075.0,3692410000.0,0.0,MeanReversionStrategy,695,735913.9999999999,SimpleMovingAverage,695,2052.026796875,Broker,695,98507.75000000001,100582.75000000001,BuySell,695,,,Trades,695,,
696,spx-2013-2018,696,2015-11-12 23:59:59.999989,2072.29,2072.29,2045.66,2045.97,4016370000.0,0.0,MeanReversionStrategy,696,735914.9999999999,SimpleMovingAverage,696,2051.6165625,Broker,696,98507.75000000001,100553.72000000002,BuySell,696,,,Trades,696,,
697,spx-2013-2018,697,2015-11-13 23:59:59.999989,2044.64,2044.64,2022.02,2023.04,4278750000.0,0.0,MeanReversionStrategy,697,735915.9999999999,SimpleMovingAverage,697,2050.85046875,Broker,697,98507.75000000001,100530.79000000001,BuySell,697,,,Trades,697,,
698,spx-2013-2018,698,2015-11-16 23:59:59.999989,2022.08,2053.22,2019.39,2053.19,3741240000.0,0.0,MeanReversionStrategy,698,735918.9999999999,SimpleMovingAverage,698,2050.3071875,Broker,698,98507.75000000001,100560.94000000002,BuySell,698,,,Trades,698,,
699,spx-2013-2018,699,2015-11-17 23:59:59.999989,2053.67,2066.69,2045.9,2050.44,4427350000.0,0.0,MeanReversionStrategy,699,735919.9999999999,SimpleMovingAverage,699,2049.691875,Broker,699,98507.75000000001,100558.19000000002,BuySell,699,,,Trades,699,,
700,spx-2013-2018,700,2015-11-18 23:59:59.999989,2051.99,2085.31,2051.99,2083.58,3926390000.0,0.0,MeanReversionStrategy,700,735920.9999999999,SimpleMovingAverage,700,2049.346171875,Broker,700,98507.75000000001,100591.33000000002,BuySell,700,,,Trades,700,,
701,spx-2013-2018,701,2015-11-19 23:59:59.999989,2083.7,2086.74,2078.76,2081.24,3628110000.0,0.0,MeanReversionStrategy,701,735921.9999999999,SimpleMovingAverage,701,2048.99765625,Broker,701,98507.75000000001,100588.99000000002,BuySell,701,,,Trades,701,,
702,spx-2013-2018,702,2015-11-20 23:59:59.999989,2082.82,2097.06,2082.82,2089.17,3929600000.0,0.0,MeanReversionStrategy,702,735922.9999999999,SimpleMovingAverage,702,2048.672265625,Broker,702,98507.75000000001,100596.92000000001,BuySell,702,,,Trades,702,,
703,spx-2013-2018,703,2015-11-23 23:59:59.999989,2089.41,2095.61,2081.39,2086.59,3587980000.0,0.0,MeanReversionStrategy,703,735925.9999999999,SimpleMovingAverage,703,2048.36390625,Broker,703,98507.75000000001,100594.34000000001,BuySell,703,,,Trades,703,,
704,spx-2013-2018,704,2015-11-24 23:59:59.999989,2084.42,2094.12,2070.29,2089.14,3884930000.0,0.0,MeanReversionStrategy,704,735926.9999999999,SimpleMovingAverage,704,2048.24625,Broker,704,100592.17000000001,100592.17000000001,BuySell,704,,2084.42,Trades,704,7.230000000000018,
705,spx-2013-2018,705,2015-11-25 23:59:59.999989,2089.3,2093.0,2086.3,2088.87,2852940000.0,0.0,MeanReversionStrategy,705,735927.9999999999,SimpleMovingAverage,705,2047.975859375,Broker,705,102681.47000000002,100592.60000000002,BuySell,705,,2089.3,Trades,705,,
706,spx-2013-2018,706,2015-11-27 23:59:59.999989,2088.82,2093.29,2084.13,2090.11,1466840000.0,0.0,MeanReversionStrategy,706,735929.9999999999,SimpleMovingAverage,706,2047.736171875,Broker,706,102681.47000000002,100591.36000000002,BuySell,706,,,Trades,706,,
707,spx-2013-2018,707,2015-11-30 23:59:59.999989,2090.95,2093.81,2080.41,2080.41,4275030000.0,0.0,MeanReversionStrategy,707,735932.9999999999,SimpleMovingAverage,707,2047.525390625,Broker,707,102681.47000000002,100601.06000000001,BuySell,707,,,Trades,707,,
708,spx-2013-2018,708,2015-12-01 23:59:59.999989,2082.93,2103.37,2082.93,2102.63,3712120000.0,0.0,MeanReversionStrategy,708,735933.9999999999,SimpleMovingAverage,708,2047.454296875,Broker,708,102681.47000000002,100578.84000000001,BuySell,708,,,Trades,708,,
709,spx-2013-2018,709,2015-12-02 23:59:59.999989,2101.71,2104.27,2077.11,2079.51,3950640000.0,0.0,MeanReversionStrategy,709,735934.9999999999,SimpleMovingAverage,709,2047.21921875,Broker,709,102681.47000000002,100601.96000000002,BuySell,709,,,Trades,709,,
710,spx-2013-2018,710,2015-12-03 23:59:59.999989,2080.71,2085.0,2042.35,2049.62,4306490000.0,0.0,MeanReversionStrategy,710,735935.9999999999,SimpleMovingAverage,710,2046.715703125,Broker,710,102681.47000000002,100631.85000000002,BuySell,710,,,Trades,710,,
711,spx-2013-2018,711,2015-12-04 23:59:59.999989,2051.24,2093.84,2051.24,2091.69,4214910000.0,0.0,MeanReversionStrategy,711,735936.9999999999,SimpleMovingAverage,711,2046.68328125,Broker,711,102681.47000000002,100589.78000000001,BuySell,711,,,Trades,711,,
712,spx-2013-2018,712,2015-12-07 23:59:59.999989,2090.42,2090.42,2066.78,2077.07,4043820000.0,0.0,MeanReversionStrategy,712,735939.9999999999,SimpleMovingAverage,712,2046.56015625,Broker,712,102681.47000000002,100604.40000000001,BuySell,712,,,Trades,712,,
713,spx-2013-2018,713,2015-12-08 23:59:59.999989,2073.39,2073.85,2052.32,2063.59,4173570000.0,0.0,MeanReversionStrategy,713,735940.9999999999,SimpleMovingAverage,713,2046.437578125,Broker,713,102681.47000000002,100617.88000000002,BuySell,713,,,Trades,713,,
714,spx-2013-2018,714,2015-12-09 23:59:59.999989,2061.17,2080.33,2036.53,2047.62,4385250000.0,0.0,MeanReversionStrategy,714,735941.9999999999,SimpleMovingAverage,714,2046.1834375,Broker,714,102681.47000000002,100633.85000000002,BuySell,714,,,Trades,714,,
715,spx-2013-2018,715,2015-12-10 23:59:59.999989,2047.93,2067.65,2045.67,2052.23,3715150000.0,0.0,MeanReversionStrategy,715,735942.9999999999,SimpleMovingAverage,715,2045.769609375,Broker,715,100633.54000000002,100633.54000000002,BuySell,715,2047.93,,Trades,715,41.37000000000012,
716,spx-2013-2018,716,2015-12-11 23:59:59.999989,2047.27,2047.27,2008.8,2012.37,4301060000.0,0.0,MeanReversionStrategy,716,735943.9999999999,SimpleMovingAverage,716,2045.01578125,Broker,716,100633.54000000002,100633.54000000002,BuySell,716,,,Trades,716,,
717,spx-2013-2018,717,2015-12-14 23:59:59.999989,2013.37,2022.92,1993.26,2021.94,4612440000.0,0.0,MeanReversionStrategy,717,735946.9999999999,SimpleMovingAverage,717,2044.451953125,Broker,717,98620.17000000003,100642.11000000003,BuySell,717,2013.37,,Trades,717,,
718,spx-2013-2018,718,2015-12-15 23:59:59.999989,2025.55,2053.87,2025.55,2043.41,4353540000.0,0.0,MeanReversionStrategy,718,735947.9999999999,SimpleMovingAverage,718,2044.131484375,Broker,718,98620.17000000003,100663.58000000003,BuySell,718,,,Trades,718,,
719,spx-2013-2018,719,2015-12-16 23:59:59.999989,2046.5,2076.72,2042.43,2073.07,4635450000.0,0.0,MeanReversionStrategy,719,735948.9999999999,SimpleMovingAverage,719,2043.950078125,Broker,719,98620.17000000003,100693.24000000003,BuySell,719,,,Trades,719,,
720,spx-2013-2018,720,2015-12-17 23:59:59.999989,2073.76,2076.37,2041.66,2041.89,4327390000.0,0.0,MeanReversionStrategy,720,735949.9999999999,SimpleMovingAverage,720,2043.49265625,Broker,720,98620.17000000003,100662.06000000003,BuySell,720,,,Trades,720,,
721,spx-2013-2018,721,2015-12-18 23:59:59.999989,2040.81,2040.81,2005.33,2005.55,6683070000.0,0.0,MeanReversionStrategy,721,735950.9999999999,SimpleMovingAverage,721,2042.588828125,Broker,721,98620.17000000003,100625.72000000003,BuySell,721,,,Trades,721,,
722,spx-2013-2018,722,2015-12-21 23:59:59.999989,2010.27,2022.9,2005.93,2021.15,3760280000.0,0.0,MeanReversionStrategy,722,735953.9999999999,SimpleMovingAverage,722,2041.894765625,Broker,722,98620.17000000003,100641.32000000002,BuySell,722,,,Trades,722,,
723,spx-2013-2018,723,2015-12-22 23:59:59.999989,2023.15,2042.74,2020.49,2038.97,3520860000.0,0.0,MeanReversionStrategy,723,735954.9999999999,SimpleMovingAverage,723,2041.239453125,Broker,723,98620.17000000003,100659.14000000003,BuySell,723,,,Trades,723,,
724,spx-2013-2018,724,2015-12-23 23:59:59.999989,2042.2,2064.73,2042.2,2064.29,3484090000.0,0.0,MeanReversionStrategy,724,735955.9999999999,SimpleMovingAverage,724,2040.77140625,Broker,724,98620.17000000003,100684.46000000002,BuySell,724,,,Trades,724,,
725,spx-2013-2018,725,2015-12-24 23:59:59.999989,2063.52,2067.36,2058.73,2060.99,1411860000.0,0.0,MeanReversionStrategy,725,735956.9999999999,SimpleMovingAverage,725,2040.399609375,Broker,725,98620.17000000003,100681.16000000003,BuySell,725,,,Trades,725,,
726,spx-2013-2018,726,2015-12-28 23:59:59.999989,2057.77,2057.77,2044.2,2056.5,2492510000.0,0.0,MeanReversionStrategy,726,735960.9999999999,SimpleMovingAverage,726,2040.04171875,Broker,726,98620.17000000003,100676.67000000003,BuySell,726,,,Trades,726,,
727,spx-2013-2018,727,2015-12-29 23:59:59.999989,2060.54,2081.56,2060.54,2078.36,2542000000.0,0.0,MeanReversionStrategy,727,735961.9999999999,SimpleMovingAverage,727,2039.861015625,Broker,727,100680.71000000002,100680.71000000002,BuySell,727,,2060.54,Trades,727,47.17000000000007,
728,spx-2013-2018,728,2015-12-30 23:59:59.999989,2077.34,2077.34,2061.97,2063.36,2367430000.0,0.0,MeanReversionStrategy,728,735962.9999999999,SimpleMovingAverage,728,2039.905703125,Broker,728,102758.05000000002,100694.69000000002,BuySell,728,,2077.34,Trades,728,,
729,spx-2013-2018,729,2015-12-31 23:59:59.999989,2060.59,2062.54,2043.62,2043.94,2655330000.0,0.0,MeanReversionStrategy,729,735963.9999999999,SimpleMovingAverage,729,2039.7559375,Broker,729,102758.05000000002,100714.11000000002,BuySell,729,,,Trades,729,,
730,spx-2013-2018,730,2016-01-04 23:59:59.999989,2038.2,2038.2,1989.68,2012.66,4304880000.0,0.0,MeanReversionStrategy,730,735967.9999999999,SimpleMovingAverage,730,2039.25,Broker,730,102758.05000000002,100745.39000000001,BuySell,730,,,Trades,730,,
731,spx-2013-2018,731,2016-01-05 23:59:59.999989,2013.78,2021.94,2004.17,2016.71,3706620000.0,0.0,MeanReversionStrategy,731,735968.9999999999,SimpleMovingAverage,731,2038.780703125,Broker,731,102758.05000000002,100741.34000000001,BuySell,731,,,Trades,731,,
732,spx-2013-2018,732,2016-01-06 23:59:59.999989,2011.71,2011.71,1979.05,1990.26,4336660000.0,0.0,MeanReversionStrategy,732,735969.9999999999,SimpleMovingAverage,732,2038.167421875,Broker,732,102758.05000000002,100767.79000000002,BuySell,732,,,Trades,732,,
733,spx-2013-2018,733,2016-01-07 23:59:59.999989,1985.32,1985.32,1938.83,1943.09,5076590000.0,0.0,MeanReversionStrategy,733,735970.9999999999,SimpleMovingAverage,733,2037.08734375,Broker,733,102758.05000000002,100814.96000000002,BuySell,733,,,Trades,733,,
734,spx-2013-2018,734,2016-01-08 23:59:59.999989,1945.97,1960.4,1918.46,1922.03,4664940000.0,0.0,MeanReversionStrategy,734,735971.9999999999,SimpleMovingAverage,734,2036.113515625,Broker,734,102758.05000000002,100836.02000000002,BuySell,734,,,Trades,734,,
735,spx-2013-2018,735,2016-01-11 23:59:59.999989,1926.12,1935.65,1901.1,1923.67,4607290000.0,0.0,MeanReversionStrategy,735,735974.9999999999,SimpleMovingAverage,735,2035.116328125,Broker,735,102758.05000000002,100834.38000000002,BuySell,735,,,Trades,735,,
736,spx-2013-2018,736,2016-01-12 23:59:59.999989,1927.83,1947.38,1914.35,1938.68,4887260000.0,0.0,MeanReversionStrategy,736,735975.9999999999,SimpleMovingAverage,736,2034.038671875,Broker,736,102758.05000000002,100819.37000000002,BuySell,736,,,Trades,736,,
737,spx-2013-2018,737,2016-01-13 23:59:59.999989,1940.34,1950.33,1886.41,1890.28,5087030000.0,0.0,MeanReversionStrategy,737,735976.9999999999,SimpleMovingAverage,737,2032.403359375,Broker,737,102758.05000000002,100867.77000000002,BuySell,737,,,Trades,737,,
738,spx-2013-2018,738,2016-01-14 23:59:59.999989,1891.68,1934.47,1878.93,1921.84,5241110000.0,0.0,MeanReversionStrategy,738,735977.9999999999,SimpleMovingAverage,738,2030.9415625,Broker,738,100866.37000000002,100866.37000000002,BuySell,738,1891.68,,Trades,738,185.66000000000008,
739,spx-2013-2018,739,2016-01-15 23:59:59.999989,1916.68,1916.68,1857.83,1880.33,5468460000.0,0.0,MeanReversionStrategy,739,735978.9999999999,SimpleMovingAverage,739,2029.167578125,Broker,739,98949.69000000003,100830.02000000003,BuySell,739,1916.68,,Trades,739,,
740,spx-2013-2018,740,2016-01-19 23:59:59.999989,1888.66,1901.44,1864.6,1881.33,4928350000.0,0.0,MeanReversionStrategy,740,735982.9999999999,SimpleMovingAverage,740,2027.269453125,Broker,740,98949.69000000003,100831.02000000003,BuySell,740,,,Trades,740,,
741,spx-2013-2018,741,2016-01-20 23:59:59.999989,1876.18,1876.18,1812.29,1859.33,6416070000.0,0.0,MeanReversionStrategy,741,735983.9999999999,SimpleMovingAverage,741,2025.18109375,Broker,741,98949.69000000003,100809.02000000003,BuySell,741,,,Trades,741,,
742,spx-2013-2018,742,2016-01-21 23:59:59.999989,1861.46,1889.85,1848.98,1868.99,5078810000.0,0.0,MeanReversionStrategy,742,735984.9999999999,SimpleMovingAverage,742,2023.155390625,Broker,742,98949.69000000003,100818.68000000004,BuySell,742,,,Trades,742,,
743,spx-2013-2018,743,2016-01-22 23:59:59.999989,1877.4,1908.85,1877.4,1906.9,4901760000.0,0.0,MeanReversionStrategy,743,735985.9999999999,SimpleMovingAverage,743,2021.49671875,Broker,743,98949.69000000003,100856.59000000003,BuySell,743,,,Trades,743,,
744,spx-2013-2018,744,2016-01-25 23:59:59.999989,1906.28,1906.28,1875.97,1877.08,4401380000.0,0.0,MeanReversionStrategy,744,735988.9999999999,SimpleMovingAverage,744,2019.644609375,Broker,744,98949.69000000003,100826.77000000003,BuySell,744,,,Trades,744,,
745,spx-2013-2018,745,2016-01-26 23:59:59.999989,1878.79,1906.73,1878.79,1903.63,4357940000.0,0.0,MeanReversionStrategy,745,735989.9999999999,SimpleMovingAverage,745,2018.093671875,Broker,745,98949.69000000003,100853.32000000004,BuySell,745,,,Trades,745,,
746,spx-2013-2018,746,2016-01-27 23:59:59.999989,1902.52,1916.99,1872.7,1882.95,4754040000.0,0.0,MeanReversionStrategy,746,735990.9999999999,SimpleMovingAverage,746,2016.556953125,Broker,746,98949.69000000003,100832.64000000003,BuySell,746,,,Trades,746,,
747,spx-2013-2018,747,2016-01-28 23:59:59.999989,1885.22,1902.96,1873.65,1893.36,4693010000.0,0.0,MeanReversionStrategy,747,735991.9999999999,SimpleMovingAverage,747,2015.195390625,Broker,747,98949.69000000003,100843.05000000003,BuySell,747,,,Trades,747,,
748,spx-2013-2018,748,2016-01-29 23:59:59.999989,1894.0,1940.24,1894.0,1940.24,5497570000.0,0.0,MeanReversionStrategy,748,735992.9999999999,SimpleMovingAverage,748,2014.0,Broker,748,98949.69000000003,100889.93000000004,BuySell,748,,,Trades,748,,
749,spx-2013-2018,749,2016-02-01 23:59:59.999989,1936.94,1947.2,1920.3,1939.38,4322530000.0,0.0,MeanReversionStrategy,749,735995.9999999999,SimpleMovingAverage,749,2012.678203125,Broker,749,100886.63000000003,100886.63000000003,BuySell,749,,1936.94,Trades,749,20.25999999999999,
750,spx-2013-2018,750,2016-02-02 23:59:59.999989,1935.26,1935.26,1897.29,1903.03,4463190000.0,0.0,MeanReversionStrategy,750,735996.9999999999,SimpleMovingAverage,750,2011.071953125,Broker,750,102821.89000000003,100918.86000000003,BuySell,750,,1935.26,Trades,750,,
751,spx-2013-2018,751,2016-02-03 23:59:59.999989,1907.07,1918.01,1872.23,1912.53,5172950000.0,0.0,MeanReversionStrategy,751,735997.9999999999,SimpleMovingAverage,751,2009.57734375,Broker,751,102821.89000000003,100909.36000000003,BuySell,751,,,Trades,751,,
752,spx-2013-2018,752,2016-02-04 23:59:59.999989,1911.67,1927.35,1900.52,1915.45,5193320000.0,0.0,MeanReversionStrategy,752,735998.9999999999,SimpleMovingAverage,752,2008.150859375,Broker,752,102821.89000000003,100906.44000000003,BuySell,752,,,Trades,752,,
753,spx-2013-2018,753,2016-02-05 23:59:59.999989,1913.07,1913.07,1872.65,1880.05,4929940000.0,0.0,MeanReversionStrategy,753,735999.9999999999,SimpleMovingAverage,753,2006.4846875,Broker,753,102821.89000000003,100941.84000000003,BuySell,753,,,Trades,753,,
754,spx-2013-2018,754,2016-02-08 23:59:59.999989,1873.25,1873.25,1828.46,1853.44,5636460000.0,0.0,MeanReversionStrategy,754,736002.9999999999,SimpleMovingAverage,754,2004.5596875,Broker,754,102821.89000000003,100968.45000000003,BuySell,754,,,Trades,754,,
755,spx-2013-2018,755,2016-02-09 23:59:59.999989,1848.46,1868.25,1834.94,1852.21,5183220000.0,0.0,MeanReversionStrategy,755,736003.9999999999,SimpleMovingAverage,755,2002.752265625,Broker,755,102821.89000000003,100969.68000000002,BuySell,755,,,Trades,755,,
756,spx-2013-2018,756,2016-02-10 23:59:59.999989,1857.1,1881.6,1850.32,1851.86,4471170000.0,0.0,MeanReversionStrategy,756,736004.9999999999,SimpleMovingAverage,756,2000.98890625,Broker,756,102821.89000000003,100970.03000000003,BuySell,756,,,Trades,756,,
757,spx-2013-2018,757,2016-02-11 23:59:59.999989,1847.0,1847.0,1810.1,1829.08,5500800000.0,0.0,MeanReversionStrategy,757,736005.9999999999,SimpleMovingAverage,757,1998.8396875,Broker,757,102821.89000000003,100992.81000000003,BuySell,757,,,Trades,757,,
758,spx-2013-2018,758,2016-02-12 23:59:59.999989,1833.4,1864.78,1833.4,1864.78,4696920000.0,0.0,MeanReversionStrategy,758,736006.9999999999,SimpleMovingAverage,758,1997.126484375,Broker,758,102821.89000000003,100957.11000000003,BuySell,758,,,Trades,758,,
759,spx-2013-2018,759,2016-02-16 23:59:59.999989,1871.44,1895.77,1871.44,1895.58,4570670000.0,0.0,MeanReversionStrategy,759,736010.9999999999,SimpleMovingAverage,759,1995.6384375,Broker,759,102821.89000000003,100926.31000000003,BuySell,759,,,Trades,759,,
760,spx-2013-2018,760,2016-02-17 23:59:59.999989,1898.8,1930.68,1898.8,1926.82,5011540000.0,0.0,MeanReversionStrategy,760,736011.9999999999,SimpleMovingAverage,760,1994.415234375,Broker,760,100923.09000000003,100923.09000000003,BuySell,760,1898.8,,Trades,760,36.460000000000036,
761,spx-2013-2018,761,2016-02-18 23:59:59.999989,1927.57,1930.0,1915.09,1917.83,4436490000.0,0.0,MeanReversionStrategy,761,736012.9999999999,SimpleMovingAverage,761,1993.058125,Broker,761,102850.66000000003,100932.83000000003,BuySell,761,,1927.57,Trades,761,,
762,spx-2013-2018,762,2016-02-19 23:59:59.999989,1916.74,1918.78,1902.17,1917.78,4142850000.0,0.0,MeanReversionStrategy,762,736013.9999999999,SimpleMovingAverage,762,1991.61546875,Broker,762,102850.66000000003,100932.88000000003,BuySell,762,,,Trades,762,,
763,spx-2013-2018,763,2016-02-22 23:59:59.999989,1924.44,1946.7,1924.44,1945.5,4054710000.0,0.0,MeanReversionStrategy,763,736016.9999999999,SimpleMovingAverage,763,1990.4325,Broker,763,102850.66000000003,100905.16000000003,BuySell,763,,,Trades,763,,
