Date,scored_v1,scored_v2,wealth_6m,wealth_8m,wealth_10m,wealth_12m
2/13/2014,6.88,6.88,6.88,6.88,2.89,7.48
2/14/2014,6.88,6.88,6.88,6.88,2.89,7.48
2/18/2014,6.88,6.88,6.88,6.88,2.89,7.48
2/19/2014,6.88,6.88,6.88,6.88,2.89,7.48
2/20/2014,6.88,6.88,6.88,6.88,2.89,7.48
2/21/2014,6.88,6.88,6.88,6.88,2.89,7.48
2/24/2014,6.88,6.88,6.88,6.88,2.89,7.48
2/25/2014,6.88,6.88,6.88,6.88,2.89,7.48
2/26/2014,6.88,6.88,6.88,6.88,2.89,7.48
2/27/2014,6.88,6.88,6.88,6.88,2.89,7.48
2/28/2014,6.88,6.88,6.88,6.88,2.89,7.48
3/3/2014,6.88,6.88,6.88,6.88,2.89,7.48
3/4/2014,6.88,6.88,6.88,6.88,2.89,7.48
3/5/2014,6.88,6.88,6.88,6.88,2.89,7.48
3/6/2014,6.88,6.88,6.88,6.88,2.89,7.48
3/7/2014,6.88,6.88,6.88,6.88,2.89,7.48
3/10/2014,6.88,6.88,6.88,6.88,2.89,7.48
3/11/2014,6.88,6.88,6.88,6.88,2.89,7.48
3/12/2014,6.88,6.88,6.88,6.88,2.89,7.48
3/13/2014,6.88,6.88,6.88,6.88,2.89,7.48
3/14/2014,-26.75,-26.75,-51.89,-17.71,-27.48,-26.15
3/17/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
3/18/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
3/19/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
3/20/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
3/21/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
3/24/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
3/25/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
3/26/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
3/27/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
3/28/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
3/31/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
4/1/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
4/2/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
4/3/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
4/4/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
4/7/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
4/8/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
4/9/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
4/10/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
4/11/2014,-56.92,-56.92,-112.75,1.09,-14.67,-54.68
4/14/2014,-200.61,-200.61,-199.26,-142.6,-158.36,-230.41
4/15/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
4/16/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
4/17/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
4/21/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
4/22/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
4/23/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
4/24/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
4/25/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
4/28/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
4/29/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
4/30/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
5/1/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
5/2/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
5/5/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
5/6/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
5/7/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
5/8/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
5/9/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
5/12/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
5/13/2014,-220.69,-220.69,-153.16,-211.65,-164.6,-205.68
5/14/2014,-163.57,-163.57,-134.17,-184.81,-107.48,-116.62
5/15/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
5/16/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
5/19/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
5/20/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
5/21/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
5/22/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
5/23/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
5/27/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
5/28/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
5/29/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
5/30/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
6/2/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
6/3/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
6/4/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
6/5/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
6/6/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
6/9/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
6/10/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
6/11/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
6/12/2014,-126.86,-126.86,-117.71,-157.59,-134.97,-96.62
6/13/2014,-140.97,-140.97,-116.26,-190.96,-149.08,-72.27
6/16/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
6/17/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
6/18/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
6/19/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
6/20/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
6/23/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
6/24/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
6/25/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
6/26/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
6/27/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
6/30/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
7/1/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
7/2/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
7/3/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
7/7/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
7/8/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
7/9/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
7/10/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
7/11/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
7/14/2014,-150.25,-150.25,-140.42,-152.01,-141.21,-117.44
7/15/2014,-192.69,-192.69,-187.2,-174.99,-183.65,-128.18
7/16/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/17/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/18/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/21/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/22/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/23/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/24/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/25/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/28/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/29/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/30/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
7/31/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
8/1/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
8/4/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
8/5/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
8/6/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
8/7/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
8/8/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
8/11/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
8/12/2014,-171.41,-171.41,-137.11,-163.28,-196.37,-125.8
8/13/2014,-181.78,-181.78,-168.85,-149.96,-199.05,-105.34
8/14/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/15/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/18/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/19/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/20/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/21/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/22/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/25/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/26/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/27/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/28/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
8/29/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
9/2/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
9/3/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
9/4/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
9/5/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
9/8/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
9/9/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
9/10/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
9/11/2014,-185.95,-185.95,-246.63,-171.49,-169.22,-84.4
9/12/2014,-195.03,-195.03,-311.37,-157.82,-178.3,-96.18
9/15/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/16/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/17/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/18/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/19/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/22/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/23/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/24/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/25/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/26/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/29/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
9/30/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
10/1/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
10/2/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
10/3/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
10/6/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
10/7/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
10/8/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
10/9/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
10/10/2014,-171.95,-171.95,-243.85,-193.35,-166.84,-89.3
10/13/2014,-197.57,-197.57,-334.52,-62.59,-192.46,-53.7
10/14/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/15/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/16/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/17/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/20/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/21/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/22/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/23/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/24/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/27/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/28/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/29/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/30/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
10/31/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
11/3/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
11/4/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
11/5/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
11/6/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
11/7/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
11/10/2014,-208.23,-208.23,-356.43,-58.07,-223.12,-48.82
11/11/2014,-189.03,-189.03,-397.99,-102.12,-238.73,-29.62
11/12/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/13/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/14/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/17/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/18/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/19/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/20/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/21/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/24/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/25/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/26/2014,-199.32,-199.32,-379.45,-80.79,-210.14,-39.91
11/28/2014,-105.67,-105.67,-245.09,30.42,-116.49,53.74
12/1/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/2/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/3/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/4/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/5/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/8/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/9/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/10/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/11/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/12/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/15/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/16/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/17/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/18/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/19/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/22/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/23/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/24/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/26/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/29/2014,-114.33,-114.33,-271.33,21.76,-132.41,85.84
12/30/2014,-141.23,-141.23,-298.23,-5.14,-159.31,101.84
12/31/2014,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/2/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/5/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/6/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/7/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/8/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/9/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/12/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/13/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/14/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/15/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/16/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/20/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/21/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/22/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/23/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/26/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/27/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/28/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/29/2015,-112.95,-112.95,-269.95,23.74,-140.01,80.38
1/30/2015,-41.54,-41.54,-170.51,95.15,-95.83,146.13
2/2/2015,-96.12,-96.12,-225.33,81.76,-141.43,107
2/3/2015,-96.12,-96.12,-225.33,81.76,-141.43,107
2/4/2015,-96.12,-96.12,-225.33,81.76,-141.43,107
2/5/2015,-96.12,-96.12,-225.33,81.76,-141.43,107
2/6/2015,-223.98,-223.98,-335.35,-16.36,-269.29,8.88
2/9/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/10/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/11/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/12/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/13/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/17/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/18/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/19/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/20/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/23/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/24/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/25/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/26/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
2/27/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
3/2/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
3/3/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
3/4/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
3/5/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
3/6/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
3/9/2015,-151.4,-151.4,-288.9,14.43,-196.71,36.5
3/10/2015,-134.58,-134.58,-289.8,31.25,-98.51,53.32
3/11/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/12/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/13/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/16/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/17/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/18/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/19/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/20/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/23/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/24/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/25/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/26/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/27/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/30/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
3/31/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
4/1/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
4/2/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
4/6/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
4/7/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
4/8/2015,-197.82,-197.82,-326.67,-31.99,-172.47,3.57
4/9/2015,-211.42,-211.42,-323.9,-45.59,-186.07,9.6
4/10/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/13/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/14/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/15/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/16/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/17/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/20/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/21/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/22/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/23/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/24/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/27/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/28/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/29/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
4/30/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
5/1/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
5/4/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
5/5/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
5/6/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
5/7/2015,-187.46,-187.46,-319.94,-21.63,-127.03,76.14
5/8/2015,-294.1,-294.1,-377.59,-128.27,-198.12,43.15
5/11/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/12/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/13/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/14/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/15/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/18/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/19/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/20/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/21/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/22/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/26/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/27/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/28/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
5/29/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
6/1/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
6/2/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
6/3/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
6/4/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
6/5/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
6/8/2015,-270.06,-270.06,-368.5,-138,-208.76,49.61
6/9/2015,-194.72,-194.72,-310.12,-65.77,-126.78,124.95
6/10/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/11/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/12/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/15/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/16/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/17/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/18/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/19/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/22/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/23/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/24/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/25/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/26/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/29/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
6/30/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
7/1/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
7/2/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
7/6/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
7/7/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
7/8/2015,-238.95,-238.95,-333.34,-77.73,-177.39,64.02
7/9/2015,-178.71,-178.71,-351.74,3.71,-76.53,124.26
7/10/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/13/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/14/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/15/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/16/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/17/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/20/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/21/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/22/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/23/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/24/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/27/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/28/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/29/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/30/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
7/31/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
8/3/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
8/4/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
8/5/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
8/6/2015,-185.32,-185.32,-323.59,19.42,-76.17,124.62
8/7/2015,-50.5,-50.5,-223.19,109.95,98.81,299.6
8/10/2015,-11.28,-11.28,-243.27,128.35,147.76,297.27
8/11/2015,-11.28,-11.28,-243.27,128.35,147.76,297.27
8/12/2015,-11.28,-11.28,-243.27,128.35,147.76,297.27
8/13/2015,-11.28,-11.28,-243.27,128.35,147.76,297.27
8/14/2015,-11.28,-11.28,-243.27,128.35,147.76,297.27
8/17/2015,-11.28,-11.28,-243.27,128.35,147.76,297.27
8/18/2015,-11.28,-11.28,-243.27,128.35,147.76,297.27
8/19/2015,-11.28,-11.28,-243.27,128.35,147.76,297.27
8/20/2015,-11.28,-11.28,-243.27,128.35,147.76,297.27
8/21/2015,-86.58,-86.58,-380.15,53.05,72.46,333.92
8/24/2015,-97.13,-97.13,-352.22,42.5,61.91,374.65
8/25/2015,-97.13,-97.13,-352.22,42.5,61.91,374.65
8/26/2015,-97.13,-97.13,-352.22,42.5,61.91,374.65
8/27/2015,-39.78,-39.78,-294.87,99.85,119.26,432
8/28/2015,-58.25,-58.25,-313.34,51.83,79.44,413.53
8/31/2015,-58.25,-58.25,-313.34,51.83,79.44,413.53
