Id,spx-2013-2018,len,datetime,open,high,low,close,volume,openinterest,BackTradingStrategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades,len,pnlplus,pnlminus
33,spx-2013-2018,33,2013-03-28 23:59:59.999989,1562.86,1570.28,1561.08,1569.19,3304440000.0,0.0,BackTradingStrategy,33,734955.9999999999,Broker,33,101519.05,99949.86,BuySell,33,,,Trades,33,,
34,spx-2013-2018,34,2013-04-01 23:59:59.999989,1569.18,1570.57,1558.47,1562.17,2753110000.0,0.0,BackTradingStrategy,34,734959.9999999999,Broker,34,101519.05,99956.88,BuySell,34,,,Trades,34,,
35,spx-2013-2018,35,2013-04-02 23:59:59.999989,1562.17,1573.66,1562.17,1570.25,3312160000.0,0.0,BackTradingStrategy,35,734960.9999999999,Broker,35,101519.05,99948.8,BuySell,35,,,Trades,35,,
36,spx-2013-2018,36,2013-04-03 23:59:59.999989,1570.25,1571.47,1549.8,1553.69,4060610000.0,0.0,BackTradingStrategy,36,734961.9999999999,Broker,36,101519.05,99965.36,BuySell,36,,,Trades,36,,
37,spx-2013-2018,37,2013-04-04 23:59:59.999989,1553.69,1562.6,1552.52,1559.98,3350670000.0,0.0,BackTradingStrategy,37,734962.9999999999,Broker,37,101519.05,99959.07,BuySell,37,,,Trades,37,,
38,spx-2013-2018,38,2013-04-05 23:59:59.999989,1559.98,1559.98,1539.5,1553.28,3515410000.0,0.0,BackTradingStrategy,38,734963.9999999999,Broker,38,101519.05,99965.77,BuySell,38,,,Trades,38,,
39,spx-2013-2018,39,2013-04-08 23:59:59.999989,1553.26,1563.07,1548.63,1563.07,2887120000.0,0.0,BackTradingStrategy,39,734966.9999999999,Broker,39,101519.05,99955.98,BuySell,39,,,Trades,39,,
40,spx-2013-2018,40,2013-04-09 23:59:59.999989,1563.11,1573.89,1560.92,1568.61,3252780000.0,0.0,BackTradingStrategy,40,734967.9999999999,Broker,40,101519.05,99950.44,BuySell,40,,,Trades,40,,
41,spx-2013-2018,41,2013-04-10 23:59:59.999989,1568.61,1589.07,1568.61,1587.73,3453350000.0,0.0,BackTradingStrategy,41,734968.9999999999,Broker,41,101519.05,99931.32,BuySell,41,,,Trades,41,,
42,spx-2013-2018,42,2013-04-11 23:59:59.999989,1587.73,1597.35,1586.17,1593.37,3393950000.0,0.0,BackTradingStrategy,42,734969.9999999999,Broker,42,101519.05,99925.68000000001,BuySell,42,,,Trades,42,,
43,spx-2013-2018,43,2013-04-12 23:59:59.999989,1593.3,1593.3,1579.97,1588.85,3206290000.0,0.0,BackTradingStrategy,43,734970.9999999999,Broker,43,99925.75,99925.75,BuySell,43,1593.3,,Trades,43,,-38.77999999999997
44,spx-2013-2018,44,2013-04-15 23:59:59.999989,1588.84,1588.84,1552.28,1552.36,4660130000.0,0.0,BackTradingStrategy,44,734973.9999999999,Broker,44,101514.59,99962.23,BuySell,44,,1588.84,Trades,44,,
45,spx-2013-2018,45,2013-04-16 23:59:59.999989,1552.36,1575.35,1552.36,1574.57,3654700000.0,0.0,BackTradingStrategy,45,734974.9999999999,Broker,45,101514.59,99940.01999999999,BuySell,45,,,Trades,45,,
46,spx-2013-2018,46,2013-04-17 23:59:59.999989,1574.57,1574.57,1543.69,1552.01,4250310000.0,0.0,BackTradingStrategy,46,734975.9999999999,Broker,46,101514.59,99962.58,BuySell,46,,,Trades,46,,
47,spx-2013-2018,47,2013-04-18 23:59:59.999989,1552.03,1554.38,1536.03,1541.61,3890800000.0,0.0,BackTradingStrategy,47,734976.9999999999,Broker,47,101514.59,99972.98,BuySell,47,,,Trades,47,,
48,spx-2013-2018,48,2013-04-19 23:59:59.999989,1541.61,1555.89,1539.4,1555.25,3569870000.0,0.0,BackTradingStrategy,48,734977.9999999999,Broker,48,101514.59,99959.34,BuySell,48,,,Trades,48,,
49,spx-2013-2018,49,2013-04-22 23:59:59.999989,1555.25,1565.55,1548.19,1562.5,2979880000.0,0.0,BackTradingStrategy,49,734980.9999999999,Broker,49,101514.59,99952.09,BuySell,49,,,Trades,49,,
50,spx-2013-2018,50,2013-04-23 23:59:59.999989,1562.5,1579.58,1562.5,1578.78,3565150000.0,0.0,BackTradingStrategy,50,734981.9999999999,Broker,50,101514.59,99935.81,BuySell,50,,,Trades,50,,
51,spx-2013-2018,51,2013-04-24 23:59:59.999989,1578.78,1583.0,1575.8,1578.79,3598240000.0,0.0,BackTradingStrategy,51,734982.9999999999,Broker,51,101514.59,99935.8,BuySell,51,,,Trades,51,,
52,spx-2013-2018,52,2013-04-25 23:59:59.999989,1578.93,1592.64,1578.93,1585.16,3908580000.0,0.0,BackTradingStrategy,52,734983.9999999999,Broker,52,101514.59,99929.43,BuySell,52,,,Trades,52,,
53,spx-2013-2018,53,2013-04-26 23:59:59.999989,1585.16,1585.78,1577.56,1582.24,3198620000.0,0.0,BackTradingStrategy,53,734984.9999999999,Broker,53,101514.59,99932.34999999999,BuySell,53,,,Trades,53,,
54,spx-2013-2018,54,2013-04-29 23:59:59.999989,1582.34,1596.65,1582.34,1593.61,2891200000.0,0.0,BackTradingStrategy,54,734987.9999999999,Broker,54,101514.59,99920.98,BuySell,54,,,Trades,54,,
55,spx-2013-2018,55,2013-04-30 23:59:59.999989,1593.58,1597.57,1586.5,1597.57,3745070000.0,0.0,BackTradingStrategy,55,734988.9999999999,Broker,55,101514.59,99917.01999999999,BuySell,55,,,Trades,55,,
56,spx-2013-2018,56,2013-05-01 23:59:59.999989,1597.55,1597.55,1581.28,1582.7,3530320000.0,0.0,BackTradingStrategy,56,734989.9999999999,Broker,56,101514.59,99931.89,BuySell,56,,,Trades,56,,
57,spx-2013-2018,57,2013-05-02 23:59:59.999989,1582.77,1598.6,1582.77,1597.59,3366950000.0,0.0,BackTradingStrategy,57,734990.9999999999,Broker,57,101514.59,99917.0,BuySell,57,,,Trades,57,,
58,spx-2013-2018,58,2013-05-03 23:59:59.999989,1597.6,1618.46,1597.6,1614.42,3603910000.0,0.0,BackTradingStrategy,58,734991.9999999999,Broker,58,101514.59,99900.17,BuySell,58,,,Trades,58,,
59,spx-2013-2018,59,2013-05-06 23:59:59.999989,1614.4,1619.77,1614.21,1617.5,3062240000.0,0.0,BackTradingStrategy,59,734994.9999999999,Broker,59,101514.59,99897.09,BuySell,59,,,Trades,59,,
60,spx-2013-2018,60,2013-05-07 23:59:59.999989,1617.55,1626.03,1616.64,1625.96,3309580000.0,0.0,BackTradingStrategy,60,734995.9999999999,Broker,60,101514.59,99888.62999999999,BuySell,60,,,Trades,60,,
61,spx-2013-2018,61,2013-05-08 23:59:59.999989,1625.95,1632.78,1622.7,1632.69,3554700000.0,0.0,BackTradingStrategy,61,734996.9999999999,Broker,61,101514.59,99881.9,BuySell,61,,,Trades,61,,
62,spx-2013-2018,62,2013-05-09 23:59:59.999989,1632.69,1635.01,1623.09,1626.67,3457400000.0,0.0,BackTradingStrategy,62,734997.9999999999,Broker,62,101514.59,99887.92,BuySell,62,,,Trades,62,,
63,spx-2013-2018,63,2013-05-10 23:59:59.999989,1626.69,1633.7,1623.71,1633.7,3086470000.0,0.0,BackTradingStrategy,63,734998.9999999999,Broker,63,101514.59,99880.89,BuySell,63,,,Trades,63,,
64,spx-2013-2018,64,2013-05-13 23:59:59.999989,1632.1,1636.0,1626.74,1633.77,2910600000.0,0.0,BackTradingStrategy,64,735001.9999999999,Broker,64,99882.48999999999,99882.48999999999,BuySell,64,1632.1,,Trades,64,,-43.25999999999999
65,spx-2013-2018,65,2013-05-14 23:59:59.999989,1633.75,1651.1,1633.75,1650.34,3457790000.0,0.0,BackTradingStrategy,65,735002.9999999999,Broker,65,101516.23999999999,99865.9,BuySell,65,,1633.75,Trades,65,,
66,spx-2013-2018,66,2013-05-15 23:59:59.999989,1649.13,1661.49,1646.68,1658.78,3657440000.0,0.0,BackTradingStrategy,66,735003.9999999999,Broker,66,101516.23999999999,99857.45999999999,BuySell,66,,,Trades,66,,
67,spx-2013-2018,67,2013-05-16 23:59:59.999989,1658.07,1660.51,1648.6,1650.47,3513130000.0,0.0,BackTradingStrategy,67,735004.9999999999,Broker,67,101516.23999999999,99865.76999999999,BuySell,67,,,Trades,67,,
68,spx-2013-2018,68,2013-05-17 23:59:59.999989,1652.45,1667.47,1652.45,1667.47,3440710000.0,0.0,BackTradingStrategy,68,735005.9999999999,Broker,68,101516.23999999999,99848.76999999999,BuySell,68,,,Trades,68,,
69,spx-2013-2018,69,2013-05-20 23:59:59.999989,1665.71,1672.84,1663.52,1666.29,3275080000.0,0.0,BackTradingStrategy,69,735008.9999999999,Broker,69,101516.23999999999,99849.95,BuySell,69,,,Trades,69,,
70,spx-2013-2018,70,2013-05-21 23:59:59.999989,1666.2,1674.93,1662.67,1669.16,3513560000.0,0.0,BackTradingStrategy,70,735009.9999999999,Broker,70,101516.23999999999,99847.07999999999,BuySell,70,,,Trades,70,,
71,spx-2013-2018,71,2013-05-22 23:59:59.999989,1669.39,1687.18,1648.86,1655.35,4361020000.0,0.0,BackTradingStrategy,71,735010.9999999999,Broker,71,101516.23999999999,99860.88999999998,BuySell,71,,,Trades,71,,
72,spx-2013-2018,72,2013-05-23 23:59:59.999989,1651.62,1655.5,1635.53,1650.51,3945510000.0,0.0,BackTradingStrategy,72,735011.9999999999,Broker,72,101516.23999999999,99865.73,BuySell,72,,,Trades,72,,
73,spx-2013-2018,73,2013-05-24 23:59:59.999989,1646.67,1649.78,1636.88,1649.6,2758080000.0,0.0,BackTradingStrategy,73,735012.9999999999,Broker,73,101516.23999999999,99866.63999999998,BuySell,73,,,Trades,73,,
74,spx-2013-2018,74,2013-05-28 23:59:59.999989,1652.63,1674.21,1652.63,1660.06,3457400000.0,0.0,BackTradingStrategy,74,735016.9999999999,Broker,74,101516.23999999999,99856.18,BuySell,74,,,Trades,74,,
75,spx-2013-2018,75,2013-05-29 23:59:59.999989,1656.57,1656.57,1640.05,1648.36,3587140000.0,0.0,BackTradingStrategy,75,735017.9999999999,Broker,75,101516.23999999999,99867.87999999999,BuySell,75,,,Trades,75,,
76,spx-2013-2018,76,2013-05-30 23:59:59.999989,1649.14,1661.91,1648.61,1654.41,3498620000.0,0.0,BackTradingStrategy,76,735018.9999999999,Broker,76,101516.23999999999,99861.82999999999,BuySell,76,,,Trades,76,,
77,spx-2013-2018,77,2013-05-31 23:59:59.999989,1652.13,1658.99,1630.74,1630.74,4099600000.0,0.0,BackTradingStrategy,77,735019.9999999999,Broker,77,101516.23999999999,99885.49999999999,BuySell,77,,,Trades,77,,
78,spx-2013-2018,78,2013-06-03 23:59:59.999989,1631.71,1640.42,1622.72,1640.42,3952070000.0,0.0,BackTradingStrategy,78,735022.9999999999,Broker,78,101516.23999999999,99875.81999999999,BuySell,78,,,Trades,78,,
79,spx-2013-2018,79,2013-06-04 23:59:59.999989,1640.73,1646.53,1623.62,1631.38,3653840000.0,0.0,BackTradingStrategy,79,735023.9999999999,Broker,79,101516.23999999999,99884.85999999999,BuySell,79,,,Trades,79,,
80,spx-2013-2018,80,2013-06-05 23:59:59.999989,1629.05,1629.31,1607.09,1608.9,3632350000.0,0.0,BackTradingStrategy,80,735024.9999999999,Broker,80,101516.23999999999,99907.34,BuySell,80,,,Trades,80,,
81,spx-2013-2018,81,2013-06-06 23:59:59.999989,1609.29,1622.56,1598.23,1622.56,3547380000.0,0.0,BackTradingStrategy,81,735025.9999999999,Broker,81,101516.23999999999,99893.68,BuySell,81,,,Trades,81,,
82,spx-2013-2018,82,2013-06-07 23:59:59.999989,1625.27,1644.4,1625.27,1643.38,3371990000.0,0.0,BackTradingStrategy,82,735026.9999999999,Broker,82,101516.23999999999,99872.85999999999,BuySell,82,,,Trades,82,,
83,spx-2013-2018,83,2013-06-10 23:59:59.999989,1644.67,1648.69,1639.26,1642.81,2978730000.0,0.0,BackTradingStrategy,83,735029.9999999999,Broker,83,101516.23999999999,99873.43,BuySell,83,,,Trades,83,,
84,spx-2013-2018,84,2013-06-11 23:59:59.999989,1638.64,1640.13,1622.92,1626.13,3435710000.0,0.0,BackTradingStrategy,84,735030.9999999999,Broker,84,101516.23999999999,99890.10999999999,BuySell,84,,,Trades,84,,
85,spx-2013-2018,85,2013-06-12 23:59:59.999989,1629.94,1637.71,1610.92,1612.52,3202550000.0,0.0,BackTradingStrategy,85,735031.9999999999,Broker,85,99886.29999999999,99886.29999999999,BuySell,85,1629.94,,Trades,85,3.8099999999999454,
86,spx-2013-2018,86,2013-06-13 23:59:59.999989,1612.15,1639.25,1608.07,1636.36,3378620000.0,0.0,BackTradingStrategy,86,735032.9999999999,Broker,86,101498.44999999998,99862.08999999998,BuySell,86,,1612.15,Trades,86,,
87,spx-2013-2018,87,2013-06-14 23:59:59.999989,1635.52,1640.8,1623.96,1626.73,2939400000.0,0.0,BackTradingStrategy,87,735033.9999999999,Broker,87,101498.44999999998,99871.71999999999,BuySell,87,,,Trades,87,,
88,spx-2013-2018,88,2013-06-17 23:59:59.999989,1630.64,1646.5,1630.34,1639.04,3137080000.0,0.0,BackTradingStrategy,88,735036.9999999999,Broker,88,101498.44999999998,99859.40999999999,BuySell,88,,,Trades,88,,
89,spx-2013-2018,89,2013-06-18 23:59:59.999989,1639.77,1654.19,1639.77,1651.81,3120980000.0,0.0,BackTradingStrategy,89,735037.9999999999,Broker,89,101498.44999999998,99846.63999999998,BuySell,89,,,Trades,89,,
90,spx-2013-2018,90,2013-06-19 23:59:59.999989,1651.83,1652.45,1628.91,1628.93,3545060000.0,0.0,BackTradingStrategy,90,735038.9999999999,Broker,90,101498.44999999998,99869.51999999999,BuySell,90,,,Trades,90,,
91,spx-2013-2018,91,2013-06-20 23:59:59.999989,1624.62,1624.62,1584.32,1588.19,4858850000.0,0.0,BackTradingStrategy,91,735039.9999999999,Broker,91,101498.44999999998,99910.25999999998,BuySell,91,,,Trades,91,,
92,spx-2013-2018,92,2013-06-21 23:59:59.999989,1588.62,1599.19,1577.7,1592.43,5797280000.0,0.0,BackTradingStrategy,92,735040.9999999999,Broker,92,101498.44999999998,99906.01999999999,BuySell,92,,,Trades,92,,
93,spx-2013-2018,93,2013-06-24 23:59:59.999989,1588.77,1588.77,1560.33,1573.09,4733660000.0,0.0,BackTradingStrategy,93,735043.9999999999,Broker,93,101498.44999999998,99925.35999999999,BuySell,93,,,Trades,93,,
94,spx-2013-2018,94,2013-06-25 23:59:59.999989,1577.52,1593.79,1577.09,1588.03,3761170000.0,0.0,BackTradingStrategy,94,735044.9999999999,Broker,94,101498.44999999998,99910.41999999998,BuySell,94,,,Trades,94,,
95,spx-2013-2018,95,2013-06-26 23:59:59.999989,1592.27,1606.83,1592.27,1603.26,3558340000.0,0.0,BackTradingStrategy,95,735045.9999999999,Broker,95,101498.44999999998,99895.18999999999,BuySell,95,,,Trades,95,,
96,spx-2013-2018,96,2013-06-27 23:59:59.999989,1606.44,1620.07,1606.44,1613.2,3364540000.0,0.0,BackTradingStrategy,96,735046.9999999999,Broker,96,101498.44999999998,99885.24999999999,BuySell,96,,,Trades,96,,
97,spx-2013-2018,97,2013-06-28 23:59:59.999989,1611.12,1615.94,1601.06,1606.28,4977190000.0,0.0,BackTradingStrategy,97,735047.9999999999,Broker,97,101498.44999999998,99892.16999999998,BuySell,97,,,Trades,97,,
98,spx-2013-2018,98,2013-07-01 23:59:59.999989,1609.78,1626.61,1609.78,1614.96,3104690000.0,0.0,BackTradingStrategy,98,735050.9999999999,Broker,98,101498.44999999998,99883.48999999998,BuySell,98,,,Trades,98,,
99,spx-2013-2018,99,2013-07-02 23:59:59.999989,1614.29,1624.26,1606.77,1614.08,3317130000.0,0.0,BackTradingStrategy,99,735051.9999999999,Broker,99,101498.44999999998,99884.36999999998,BuySell,99,,,Trades,99,,
100,spx-2013-2018,100,2013-07-03 23:59:59.999989,1611.48,1618.97,1604.57,1615.41,1966050000.0,0.0,BackTradingStrategy,100,735052.9999999999,Broker,100,101498.44999999998,99883.03999999998,BuySell,100,,,Trades,100,,
101,spx-2013-2018,101,2013-07-05 23:59:59.999989,1618.65,1632.07,1614.71,1631.89,2634140000.0,0.0,BackTradingStrategy,101,735054.9999999999,Broker,101,101498.44999999998,99866.55999999998,BuySell,101,,,Trades,101,,
102,spx-2013-2018,102,2013-07-08 23:59:59.999989,1634.2,1644.68,1634.2,1640.46,3514590000.0,0.0,BackTradingStrategy,102,735057.9999999999,Broker,102,101498.44999999998,99857.98999999998,BuySell,102,,,Trades,102,,
103,spx-2013-2018,103,2013-07-09 23:59:59.999989,1642.89,1654.18,1642.89,1652.32,3155360000.0,0.0,BackTradingStrategy,103,735058.9999999999,Broker,103,101498.44999999998,99846.12999999998,BuySell,103,,,Trades,103,,
104,spx-2013-2018,104,2013-07-10 23:59:59.999989,1651.56,1657.92,1647.66,1652.62,3011010000.0,0.0,BackTradingStrategy,104,735059.9999999999,Broker,104,101498.44999999998,99845.82999999999,BuySell,104,,,Trades,104,,
105,spx-2013-2018,105,2013-07-11 23:59:59.999989,1657.41,1676.63,1657.41,1675.02,3446340000.0,0.0,BackTradingStrategy,105,735060.9999999999,Broker,105,101498.44999999998,99823.42999999998,BuySell,105,,,Trades,105,,
106,spx-2013-2018,106,2013-07-12 23:59:59.999989,1675.26,1680.19,1672.33,1680.19,3039070000.0,0.0,BackTradingStrategy,106,735061.9999999999,Broker,106,99823.18999999999,99823.18999999999,BuySell,106,1675.26,,Trades,106,,-63.1099999999999
107,spx-2013-2018,107,2013-07-15 23:59:59.999989,1679.59,1684.51,1677.89,1682.5,2623200000.0,0.0,BackTradingStrategy,107,735064.9999999999,Broker,107,101502.77999999998,99820.27999999998,BuySell,107,,1679.59,Trades,107,,
108,spx-2013-2018,108,2013-07-16 23:59:59.999989,1682.7,1683.73,1671.84,1676.26,3081710000.0,0.0,BackTradingStrategy,108,735065.9999999999,Broker,108,101502.77999999998,99826.51999999999,BuySell,108,,,Trades,108,,
109,spx-2013-2018,109,2013-07-17 23:59:59.999989,1677.91,1684.75,1677.91,1680.91,3153440000.0,0.0,BackTradingStrategy,109,735066.9999999999,Broker,109,101502.77999999998,99821.86999999998,BuySell,109,,,Trades,109,,
110,spx-2013-2018,110,2013-07-18 23:59:59.999989,1681.05,1693.12,1681.05,1689.37,3452370000.0,0.0,BackTradingStrategy,110,735067.9999999999,Broker,110,101502.77999999998,99813.40999999999,BuySell,110,,,Trades,110,,
111,spx-2013-2018,111,2013-07-19 23:59:59.999989,1686.15,1692.09,1684.08,1692.09,3302580000.0,0.0,BackTradingStrategy,111,735068.9999999999,Broker,111,101502.77999999998,99810.68999999999,BuySell,111,,,Trades,111,,
112,spx-2013-2018,112,2013-07-22 23:59:59.999989,1694.41,1697.61,1690.67,1695.53,2779130000.0,0.0,BackTradingStrategy,112,735071.9999999999,Broker,112,101502.77999999998,99807.24999999999,BuySell,112,,,Trades,112,,
113,spx-2013-2018,113,2013-07-23 23:59:59.999989,1696.63,1698.78,1691.13,1692.39,3096180000.0,0.0,BackTradingStrategy,113,735072.9999999999,Broker,113,101502.77999999998,99810.38999999998,BuySell,113,,,Trades,113,,
114,spx-2013-2018,114,2013-07-24 23:59:59.999989,1696.06,1698.38,1682.57,1685.94,3336120000.0,0.0,BackTradingStrategy,114,735073.9999999999,Broker,114,101502.77999999998,99816.83999999998,BuySell,114,,,Trades,114,,
115,spx-2013-2018,115,2013-07-25 23:59:59.999989,1685.21,1690.94,1680.07,1690.25,3322500000.0,0.0,BackTradingStrategy,115,735074.9999999999,Broker,115,101502.77999999998,99812.52999999998,BuySell,115,,,Trades,115,,
116,spx-2013-2018,116,2013-07-26 23:59:59.999989,1687.31,1691.85,1676.03,1691.65,2762770000.0,0.0,BackTradingStrategy,116,735075.9999999999,Broker,116,101502.77999999998,99811.12999999999,BuySell,116,,,Trades,116,,
117,spx-2013-2018,117,2013-07-29 23:59:59.999989,1690.32,1690.92,1681.86,1685.33,2840520000.0,0.0,BackTradingStrategy,117,735078.9999999999,Broker,117,101502.77999999998,99817.44999999998,BuySell,117,,,Trades,117,,
118,spx-2013-2018,118,2013-07-30 23:59:59.999989,1687.92,1693.19,1682.42,1685.96,3320530000.0,0.0,BackTradingStrategy,118,735079.9999999999,Broker,118,101502.77999999998,99816.81999999998,BuySell,118,,,Trades,118,,
